target_inchi_key,spectra,exact_top1,exact_top10,tanimoto_top10,mist_tanimoto,formula_success,bad_low_tanimoto_share,first_smiles,chem_class,cluster,tsne_x,tsne_y,pca_x,pca_y,mol_wt,exact_mol_wt,heavy_atoms,hetero_atoms,hetero_ratio,n_count,o_count,s_count,p_count,halogen_count,ring_count,aromatic_ring_count,aliphatic_ring_count,max_ring_size,macrocycle_count,rotatable_bonds,hba,hbd,tpsa,logp,fraction_csp3,chiral_centers,amide_count,ester_count,carboxyl_count,ether_count,hydroxyl_count,sulfonamide_count,phosphate_count,bertz_complexity,scaffold_heavy_atoms,scaffold_ring_count,max_train_tanimoto_including_exact,max_train_tanimoto_excluding_exact,nearest_train_inchikey,nearest_train_smiles,nearest_train_formula,nearest_train_tanimoto,nearest_nonself_train_inchikey,nearest_nonself_train_smiles,nearest_nonself_train_formula,nearest_nonself_train_tanimoto,exact_in_train,nn_ge_085,nn_ge_070,nn_ge_050,train_coverage_bin,test,train,val
AWXSJOBEOKSEEL,3,0.0,0.0,0.2472269137700398,0.248401348789533,1.0,1.0,CCN(CC)C1=CC(=C(C=C1)NC(=O)CN2C3=CC=CC=C3C(C2=O)(C)C)C,small_heteroaromatic,11,-11.8646,7.8660054,0.2032448,0.810602,379.5040000000002,379.225977168,28,5,0.1785714285714285,3,2,0,0,0,3,2,1,6,0,6,3,1,52.650000000000006,4.104120000000003,0.391304347826087,0,2,0,0,0,0,0,0,900.470491071995,20,3,0.36231884360313416,0.36231884360313416,AJKJHNZOSDXMFL,CCCN1CCN(CC1)C(=O)CN2C3=C(C=C(C=C3)C)C(C2=O)(C)C,C20H29N3O2,0.36231884360313416,AJKJHNZOSDXMFL,CCCN1CCN(CC1)C(=O)CN2C3=C(C=C(C=C3)C)C(C2=O)(C)C,C20H29N3O2,0.36231884360313416,False,False,False,False,ood_lt_0.50,3,0,0
AYCHHMYWQIVWMV,3,0.0,0.0,0.2302216589450835,0.2767871121565501,1.0,1.0,CCC(C)/C=C(\C)/C=C/C1=CC2=CC(=O)C(C(C2CO1)OC(=O)C)(C)O,other_midsize,3,-48.353165,1.111951,-2.4314768,0.498252,360.4500000000001,360.1936739959999,26,5,0.1923076923076923,0,5,0,0,0,2,0,2,6,0,5,5,1,72.83,3.2571000000000025,0.5238095238095238,4,0,1,0,2,1,0,0,693.1899977918999,11,2,0.5,0.5,HNVJWWBKFFDQAA,C/C=C/C1=CC2=CC(=O)C(C(C2CO1)OC(=O)C3=C(C=C(C=C3C)O)O)(C)O,C21H22O7,0.5,HNVJWWBKFFDQAA,C/C=C/C1=CC2=CC(=O)C(C(C2CO1)OC(=O)C3=C(C=C(C=C3C)O)O)(C)O,C21H22O7,0.5,False,False,False,True,weak_train_0.50_0.70,3,0,0
AYNMYQSRRVGZDT,46,0.0,0.0,0.4260942799889523,0.5752960213500521,0.9130434782608696,0.5869565217391305,CCC(C)C(C(=O)N1CCN(CC1)C(=O)C2=CC=CO2)NC3=CC=C4C(=CC3=O)C(CCC5=CC(=C(C(=C54)OC)OC)OC)NC(=O)C,other_midsize,9,7.465919,-67.91808,-0.4000878,-0.27189013,660.7680000000003,660.315914368,48,12,0.25,4,8,0,0,0,5,3,2,7,0,10,9,2,139.65000000000003,4.2672000000000025,0.4444444444444444,3,3,0,0,3,0,0,0,1715.8119213744983,34,5,0.6818181872367859,0.6818181872367859,WRVNQOQBAGEAIM,CC(C)C(C(=O)N1CCSCC1)NC2=CC=C3C(=CC2=O)C(CCC4=CC(=C(C(=C43)OC)OC)OC)NC(=O)C,C30H39N3O6S,0.6818181872367859,WRVNQOQBAGEAIM,CC(C)C(C(=O)N1CCSCC1)NC2=CC=C3C(=CC2=O)C(CCC4=CC(=C(C(=C43)OC)OC)OC)NC(=O)C,C30H39N3O6S,0.6818181872367859,False,False,False,True,weak_train_0.50_0.70,46,0,0
AYQSOQAXHARFPU,1,0.0,0.0,0.342342346906662,0.8902438879013062,1.0,1.0,CC1=C(C(=O)OC(C1)[C@@](C)([C@@]2(C[C@@H]([C@@]3([C@@]2(CCC4C3CC=C5[C@@]4(C(=O)C=CC5)C)COC(=O)C)O)OC(=O)C)O)O)C,glycoside_or_sugar_rich,1,-48.98293,-25.527891,-2.3331146,0.69152206,586.6780000000005,586.2777975439999,42,10,0.238095238095238,0,10,0,0,0,5,0,5,6,0,5,10,3,156.66,2.628000000000001,0.6875,9,0,3,0,3,3,0,0,1324.0292887627786,26,5,0.28037384152412415,0.28037384152412415,FAZIYUIDUNHZRG,CC1=C(C(=O)O[C@H](C1)[C@@H](C)[C@]2(CC[C@@H]3[C@@]2(CC[C@H]4[C@H]3[C@H]5[C@H](O5)[C@@]6([C@@]4(C(=O)C=CC6)C)O)C)O)C,C28H38O6,0.28037384152412415,FAZIYUIDUNHZRG,CC1=C(C(=O)O[C@H](C1)[C@@H](C)[C@]2(CC[C@@H]3[C@@]2(CC[C@H]4[C@H]3[C@H]5[C@H](O5)[C@@]6([C@@]4(C(=O)C=CC6)C)O)C)O)C,C28H38O6,0.28037384152412415,False,False,False,False,ood_lt_0.50,1,0,0
AYSDSVIYOAKLFY,3,0.0,0.0,0.4707423448562622,0.5645272533098856,1.0,0.6666666666666666,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)NC3=NC(=CS3)C4=C(N=C5N4C=CS5)C)C,aromatic_rich_polycycle,0,28.913807,8.103699,1.3917185,-0.3475404,497.6310000000002,497.07623584800007,33,12,0.3636363636363636,7,2,3,0,0,5,5,0,6,0,6,9,2,114.17,4.778960000000003,0.1428571428571428,0,0,0,0,0,0,1,0,1546.9516175255858,30,5,0.46666666865348816,0.46666666865348816,LJKAKWDUZRJNPJ,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C)C,C14H16N4O3S,0.46666666865348816,LJKAKWDUZRJNPJ,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C)C,C14H16N4O3S,0.46666666865348816,False,False,False,False,ood_lt_0.50,3,0,0
AZRDHOKFYZAELI,1,0.0,0.0,0.446153849363327,0.3870967626571655,1.0,1.0,CC(C)(C)C1=NN=C(C=C1)N2CC3CN(CC3C2)S(=O)(=O)CCC(F)(F)F,small_heteroaromatic,2,13.757112,19.569414,0.33479202,-0.21710795,406.4740000000001,406.1650317,27,10,0.3703703703703703,4,2,1,0,3,3,1,2,6,0,4,5,0,66.4,2.424300000000001,0.7647058823529411,2,0,0,0,0,0,1,0,760.8536354762084,14,3,0.28787878155708313,0.28787878155708313,IEMDPPNEUUFQGC,CC1=CC=C(C=C1)S(=O)(=O)N2CC3CC(C2)C4=CC=CC(=O)N4C3,C18H20N2O3S,0.28787878155708313,IEMDPPNEUUFQGC,CC1=CC=C(C=C1)S(=O)(=O)N2CC3CC(C2)C4=CC=CC(=O)N4C3,C18H20N2O3S,0.28787878155708313,False,False,False,False,ood_lt_0.50,1,0,0
AZSNMRSAGSSBNP,6,0.0,0.0,0.921613226334254,0.8897435665130615,1.0,0.0,CC[C@H](C)[C@@H]1[C@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C4CO[C@H]5[C@@]4([C@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C,glycoside_or_sugar_rich,1,-51.199116,-19.441792,-3.0598419,0.15931247,875.1060000000001,874.507857048,62,14,0.2258064516129032,0,14,0,0,0,7,0,7,16,1,8,14,3,170.06,5.601400000000006,0.8125,20,0,1,0,10,3,0,0,1675.4327452466102,45,7,0.6302521228790283,0.6302521228790283,AFJYYKSVHJGXSN,C[C@H]1CC[C@]2(C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]\5[C@@]4([C@@H](C=C(/C5=N\O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O)OC)\C)O[C@@H]1C7CCCCC7,C43H63NO11,0.6302521228790283,AFJYYKSVHJGXSN,C[C@H]1CC[C@]2(C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]\5[C@@]4([C@@H](C=C(/C5=N\O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O)OC)\C)O[C@@H]1C7CCCCC7,C43H63NO11,0.6302521228790283,False,False,False,True,weak_train_0.50_0.70,6,0,0
AZWOXQNMSINONT,3,0.0,0.0,0.3520860870679219,0.340841253598531,1.0,1.0,COC1=CC=C(C=C1)N2C=C(N=N2)C(=O)NC3=CC4=CC=CC=C4N=C3,aromatic_rich_polycycle,8,16.50372,-21.970272,1.3300531,-1.0704772,345.362,345.12257472000005,26,7,0.2692307692307692,5,2,0,0,0,4,4,0,6,0,4,5,1,81.92999999999999,3.0764000000000014,0.0526315789473684,0,1,0,0,1,0,0,0,1072.6944545395645,24,4,0.5079365372657776,0.5079365372657776,BKHIUIHGKIWMST,C1=CC=C2C(=C1)C=C(C=N2)NC(=O)C3=CC(=CC=C3)N4C=NN=N4,C17H12N6O,0.5079365372657776,BKHIUIHGKIWMST,C1=CC=C2C(=C1)C=C(C=N2)NC(=O)C3=CC(=CC=C3)N4C=NN=N4,C17H12N6O,0.5079365372657776,False,False,False,True,weak_train_0.50_0.70,3,0,0
AZYRQYLZPXVPSJ,3,0.0,0.0,0.5971113244692484,0.5533670087655386,1.0,0.3333333333333333,CCCN1C2=CC=CC=C2N=C(C1=O)N3CCN(CC3)C(=O)C4=CC(=CC(=C4)F)F,aromatic_rich_polycycle,4,31.756128,16.51596,0.8995039,0.38441983,412.4400000000001,412.171082384,30,8,0.2666666666666666,4,2,0,0,2,4,3,1,6,0,4,4,0,58.440000000000005,3.0471000000000013,0.3181818181818182,0,1,0,0,0,0,0,0,1133.3229668963972,25,4,0.4117647111415863,0.4117647111415863,HNQSZPBGDAJIJO,CCCN1C2=CC=CC=C2N=C(C1=O)CCCOC(=O)NC,C16H21N3O3,0.4117647111415863,HNQSZPBGDAJIJO,CCCN1C2=CC=CC=C2N=C(C1=O)CCCOC(=O)NC,C16H21N3O3,0.4117647111415863,False,False,False,False,ood_lt_0.50,3,0,0
BAKRJLKWGGXQFY,1,0.0,0.0,0.5161290168762207,0.4057970941066742,1.0,0.0,CC1=CC=C(C=C1)[C@@]2(C3=C(C=CC(=C3)Cl)N=C(N2CCN4CCCCC4)C)O,polycyclic_aliphatic_like,2,18.375948,44.07264,0.71352917,-0.117182255,397.95000000000033,397.192090196,28,5,0.1785714285714285,3,1,0,0,1,4,2,2,6,0,4,4,1,39.07,4.693220000000006,0.4347826086956521,1,0,0,0,0,1,0,0,873.9162162140788,24,4,0.3333333432674408,0.3333333432674408,VXQIPRWKLACSKZ,CC1=CC(=C(N1C2=CC=C(C=C2)Cl)C)C(=O)CN3CCCCC3,C19H23ClN2O,0.3333333432674408,VXQIPRWKLACSKZ,CC1=CC(=C(N1C2=CC=C(C=C2)Cl)C)C(=O)CN3CCCCC3,C19H23ClN2O,0.3333333432674408,False,False,False,False,ood_lt_0.50,1,0,0
BAKYVUHOODEWGV,3,0.0,0.0,0.4456346829732259,0.461037943760554,1.0,0.6666666666666666,COC(=O)C1=CO[C@H]([C@@H]([C@@H]1C[C@H]2CC(=O)C[C@@H](O2)CC(=O)CCC3=CC=C(C=C3)O)C=C)OC4C(C(C(C(O4)CO)O)O)O,glycoside_or_sugar_rich,5,-41.000908,-43.1828,-2.745709,-1.4292752,620.6480000000005,620.24689134,44,13,0.2954545454545454,0,13,0,0,0,4,1,3,6,0,12,13,5,198.51,0.4389000000000001,0.5806451612903226,10,0,1,0,5,5,0,0,1195.4528434749525,32,4,0.5974025726318359,0.5974025726318359,MQLSOVRLZHTATK,COC(=O)C1=COC(C(C1CC(=O)O)C=C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,C17H24O11,0.5974025726318359,MQLSOVRLZHTATK,COC(=O)C1=COC(C(C1CC(=O)O)C=C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,C17H24O11,0.5974025726318359,False,False,False,True,weak_train_0.50_0.70,3,0,0
BAKZBKUTIPQBKL,3,0.0,0.0,0.5177432298660278,0.6885536710421244,1.0,0.6666666666666666,CC1=C(SC2=C1C(=NC=N2)SCC3=CSC(=N3)C)C,aromatic_rich_polycycle,2,-18.556414,-10.394337,0.5907604,-0.5770393,307.46900000000005,307.027160416,19,6,0.3157894736842105,3,0,3,0,0,3,3,0,6,0,3,6,0,38.67,4.365360000000003,0.3076923076923077,0,0,0,0,0,0,0,0,729.8909389564233,16,3,0.36666667461395264,0.36666667461395264,RAOULLCLLOGTDA,CC1=CC=C(C=C1)C2=CSC3=C2C(=NC=N3)SCCC(=O)O,C16H14N2O2S2,0.36666667461395264,RAOULLCLLOGTDA,CC1=CC=C(C=C1)C2=CSC3=C2C(=NC=N3)SCCC(=O)O,C16H14N2O2S2,0.36666667461395264,False,False,False,False,ood_lt_0.50,3,0,0
BALLNEJQLSTPIO,1,1.0,1.0,1.0,0.7288135886192322,1.0,0.0,CC1=C(C2=C(O1)C=C(C=C2)OC3=NC=NC4=CC(=C(C=C43)OC)OC)C(=O)NC,aromatic_rich_polycycle,8,20.230894,-29.485247,0.4144261,-2.0542824,393.39900000000017,393.132470708,29,8,0.2758620689655172,3,5,0,0,0,4,4,0,6,0,5,7,1,95.71,3.853520000000003,0.1904761904761904,0,1,0,0,3,0,0,0,1232.172636168442,20,4,0.3913043439388275,0.3913043439388275,PEKZLFZZBGBOPJ,CC1=C(C=CC(=C1)OC2=CC=CC=C2)NC3=NC=NC4=CC(=C(C=C43)OC)OC,C23H21N3O3,0.3913043439388275,PEKZLFZZBGBOPJ,CC1=C(C=CC(=C1)OC2=CC=CC=C2)NC3=NC=NC4=CC(=C(C=C43)OC)OC,C23H21N3O3,0.3913043439388275,False,False,False,False,ood_lt_0.50,1,0,0
BALQLFHMRMGAIZ,3,0.0,0.0,0.5052319963773092,0.6095319986343384,1.0,0.6666666666666666,CC1=C(C=C(S1)C2=NN=C(O2)C(=O)N3CCCC3)S(=O)(=O)N4CCN(CC4)C,polycyclic_aliphatic_like,4,15.039228,13.2227955,0.5751985,-0.31980738,425.5360000000002,425.1191462160001,28,11,0.3928571428571428,5,4,2,0,0,4,2,2,6,0,4,8,0,99.85,1.27862,0.5882352941176471,0,1,0,0,0,0,1,0,969.5898058980428,26,4,0.3866666555404663,0.3866666555404663,BBNRDFUUDGBUPW,CCOC(=O)C1CCCN(C1)S(=O)(=O)C2=C(SC(=C2)C3=NC(=C(S3)C)C)C,C18H24N2O4S3,0.3866666555404663,BBNRDFUUDGBUPW,CCOC(=O)C1CCCN(C1)S(=O)(=O)C2=C(SC(=C2)C3=NC(=C(S3)C)C)C,C18H24N2O4S3,0.3866666555404663,False,False,False,False,ood_lt_0.50,3,0,0
BAORCAMWLWRZQG,3,0.0,0.0,0.6942110260327657,0.9450808763504028,1.0,0.0,CNCCN1C2=C(C=NC3=CC4=C(C=C32)OCO4)C5=CC(=C(C=C5C1=O)OC)OC,aromatic_rich_polycycle,8,13.161826,-44.09057,0.45375416,-1.6444893,407.42600000000016,407.1481207719999,30,8,0.2666666666666666,3,5,0,0,0,5,4,1,6,0,5,7,1,83.84,2.668200000000001,0.2727272727272727,0,0,0,0,4,0,0,0,1362.7351584894986,22,5,0.38805970549583435,0.38805970549583435,NHVNARZVZZJBSI,CNCCC1=CC(=C(C2=C1C=CC3=CC4=C(C=C32)OCO4)OC)OC,C20H21NO4,0.38805970549583435,NHVNARZVZZJBSI,CNCCC1=CC(=C(C2=C1C=CC3=CC4=C(C=C32)OCO4)OC)OC,C20H21NO4,0.38805970549583435,False,False,False,False,ood_lt_0.50,3,0,0
BATVBXTYVPVEBL,3,0.3333333333333333,0.3333333333333333,0.8170940279960632,0.8008930484453837,1.0,0.0,CC1CC(CN(C1)C(=O)C2CCCC3=C2N=C(S3)NC(=O)C4=CC5=C(C=C4)OCO5)C,polycyclic_aliphatic_like,4,10.702844,-0.9032017,0.49169162,0.014370125,441.5530000000002,441.172227344,31,8,0.2580645161290322,3,4,1,0,0,5,2,3,6,0,3,6,1,80.76,4.048500000000002,0.5217391304347826,3,2,0,0,2,0,0,0,1010.245676663654,29,5,0.560606062412262,0.560606062412262,UMOHXFJXYVAEAW,C1CCC2=C(C1)N=C(S2)NC(=O)C3=CC4=C(C=C3)OCO4,C15H14N2O3S,0.560606062412262,UMOHXFJXYVAEAW,C1CCC2=C(C1)N=C(S2)NC(=O)C3=CC4=C(C=C3)OCO4,C15H14N2O3S,0.560606062412262,False,False,False,True,weak_train_0.50_0.70,3,0,0
BAWFJGJZGIEFAR,24,0.75,0.75,0.9298172493775686,0.8291403179367384,1.0,0.0,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,glycoside_or_sugar_rich,0,-10.628125,-15.888516,-0.39663935,-0.7695794,663.4300000000002,663.1091218040001,44,23,0.5227272727272727,7,14,0,2,0,5,3,2,6,0,11,17,7,321.09,-3.647899999999996,0.4761904761904761,10,1,0,0,2,5,0,4,1628.6201084376485,34,5,0.6266666650772095,0.6266666650772095,XTWYTFMLZFPYCI,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N,C10H15N5O10P2,0.6266666650772095,XTWYTFMLZFPYCI,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N,C10H15N5O10P2,0.6266666650772095,False,False,False,True,weak_train_0.50_0.70,24,0,0
BBECAEYKLOELER,3,0.0,0.0,0.2083606868982314,0.2291101465622583,1.0,1.0,COC1=CC2=C(C=C1)NC=C2CCNC(=O)CC3CCN(CC3)C(=O)C4=CC5=C(N4)C=C(C=C5)OC,other_midsize,8,-3.4739175,-30.079018,0.38165233,-0.3453183,488.5880000000003,488.242355504,36,8,0.2222222222222222,4,4,0,0,0,5,4,1,6,0,8,4,3,99.45,4.267600000000003,0.3571428571428571,0,2,0,0,2,0,0,0,1380.9831172532702,32,5,0.5223880410194397,0.5223880410194397,DRLFMBDRBRZALE,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,C13H16N2O2,0.5223880410194397,DRLFMBDRBRZALE,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,C13H16N2O2,0.5223880410194397,False,False,False,True,weak_train_0.50_0.70,3,0,0
BBIPVJCGIASXJB,1,0.0,0.0,0.2641509473323822,0.5833333134651184,1.0,1.0,CN1C(=O)C2=C(N(N=C2N3C1=N[C@H]4[C@@H]3CCC4)CC5=CC=C(C=C5)C6=NC(=CC=C6)F)NC7=CC=CC=C7,aromatic_rich_polycycle,2,1.8962018,13.57189,1.0631564,0.7462028,507.5730000000001,507.218286672,38,9,0.2368421052631578,7,1,0,0,1,7,4,3,6,0,5,6,1,78.65,5.058800000000004,0.2413793103448276,2,1,0,0,0,0,0,0,1563.8048849970623,36,7,0.28431373834609985,0.28431373834609985,IRSFLNXJVJKMDT,CCN1C(=NN(C1=O)CC2=CC=C(C=C2)C(C)(C)C)CCCC3=CC=C(C=C3)C4=NC=C(C=C4)NS(=O)(=O)C5=CC=CC=C5,C35H39N5O3S,0.28431373834609985,IRSFLNXJVJKMDT,CCN1C(=NN(C1=O)CC2=CC=C(C=C2)C(C)(C)C)CCCC3=CC=C(C=C3)C4=NC=C(C=C4)NS(=O)(=O)C5=CC=CC=C5,C35H39N5O3S,0.28431373834609985,False,False,False,False,ood_lt_0.50,1,0,0
BBMULGJBVDDDNI,24,0.0,0.0,0.1674343074361483,0.1880828614036241,0.9583333333333334,1.0,CC[C@H]([C@@H]1[C@H](C[C@@](O1)(CC)[C@H]2CC[C@@]([C@@H](O2)C)(CC)O)C)C(=O)[C@@H](C)[C@H]([C@H](C)CCC3=C(C(=C(C=C3)C)O)C(=O)O)O,glycoside_or_sugar_rich,3,-32.43447,2.6666665,-1.5695268,1.106808,590.7980000000005,590.3818686879999,42,8,0.1904761904761904,0,8,0,0,0,3,1,2,6,0,13,7,4,133.52,5.842220000000007,0.7647058823529411,10,0,0,1,2,4,0,0,1103.2579993980858,25,3,0.24347825348377228,0.24347825348377228,PGHMRUGBZOYCAA,C[C@H](CCC(=O)O)C[C@H](C)C[C@H](C)C(=O)/C=C(/[C@H](C)C[C@H](C)C/C=C/[C@@H](C)[C@H]([C@@H](C)[C@H](C[C@@H]1CC[C@@](O1)(C)[C@H]2CC[C@@](O2)(C)[C@@H](C)O)O)O)\O,C41H72O9,0.24347825348377228,PGHMRUGBZOYCAA,C[C@H](CCC(=O)O)C[C@H](C)C[C@H](C)C(=O)/C=C(/[C@H](C)C[C@H](C)C/C=C/[C@@H](C)[C@H]([C@@H](C)[C@H](C[C@@H]1CC[C@@](O1)(C)[C@H]2CC[C@@](O2)(C)[C@@H](C)O)O)O)\O,C41H72O9,0.24347825348377228,False,False,False,False,ood_lt_0.50,24,0,0
BBQRBOIMSKMFFO,2,0.0,0.0,0.4312499910593033,0.6161191761493683,1.0,1.0,C1=CC=C(C=C1)C2=C/C(=C/C3=CC=C(O3)C4=CC=C(C=C4)[N+](=O)[O-])/C(=O)N2C5=CC=C(C=C5)C(=O)O,aromatic_rich_polycycle,11,-9.799567,31.427643,-0.08580869,0.9145094,478.4600000000002,478.1164862959999,36,8,0.2222222222222222,2,6,0,0,0,5,4,1,6,0,6,5,1,113.89,6.024300000000006,0.0,0,1,0,1,0,1,0,0,1531.1779350336196,30,5,0.32307693362236023,0.32307693362236023,QLXBMZAOTHBHSM,C1=CC=C(C=C1)C=CC(=O)C2=CC=C(C=C2)[N+](=O)[O-],C15H11NO3,0.32307693362236023,QLXBMZAOTHBHSM,C1=CC=C(C=C1)C=CC(=O)C2=CC=C(C=C2)[N+](=O)[O-],C15H11NO3,0.32307693362236023,False,False,False,False,ood_lt_0.50,2,0,0
BCDMINUJGPWGLH,3,0.0,0.0,0.1755326787630716,0.207336222132047,1.0,1.0,CC(C)C(=O)NC1=NN=C(C=C1)SCCN(C(C)C)C(C)C,small_heteroaromatic,0,-22.002462,-0.9492875,0.15477715,0.45510638,324.4940000000001,324.198382516,22,6,0.2727272727272727,4,1,1,0,0,1,1,0,6,0,8,5,1,58.120000000000005,3.282000000000002,0.6875,0,1,0,0,0,0,0,0,451.7185397449285,6,1,0.3333333432674408,0.3333333432674408,IJLJGYLZERRALS,CCOC(=O)C1=CC=CC=C1NC(=O)C(C)C,C13H17NO3,0.3333333432674408,IJLJGYLZERRALS,CCOC(=O)C1=CC=CC=C1NC(=O)C(C)C,C13H17NO3,0.3333333432674408,False,False,False,False,ood_lt_0.50,3,0,0
BCGIWCUTZNLMGW,2,0.0,0.0,0.2401372268795966,0.2983660250902175,1.0,1.0,COC1=C(C=C(C=C1)C2C3=C(CC(N2)C(=O)O)C4=CC=CC=C4N3)COC5=CC=CC=C5C6CCCCC6,aromatic_rich_polycycle,8,-0.37948474,-42.19894,-0.105534256,0.08011903,510.6340000000004,510.251857568,38,6,0.1578947368421052,2,4,0,0,0,6,4,2,6,0,7,4,3,83.58,6.491500000000006,0.34375,2,0,0,1,2,1,0,0,1453.1292766591384,33,6,0.6615384817123413,0.6615384817123413,JLKKXFLIQLNLAN,COC1=C(C=C(C=C1)C2C3=C(CC(N2)C(=O)O)C4=CC=CC=C4N3)OC,C20H20N2O4,0.6615384817123413,JLKKXFLIQLNLAN,COC1=C(C=C(C=C1)C2C3=C(CC(N2)C(=O)O)C4=CC=CC=C4N3)OC,C20H20N2O4,0.6615384817123413,False,False,False,True,weak_train_0.50_0.70,2,0,0
BCMSCQHYBDZWMG,3,0.0,0.0,0.1787935098012288,0.2179097135861714,1.0,1.0,C1=CC(=C(C(=C1)F)NC2=NC(=CS2)C3=COC=C3)F,aromatic_rich_polycycle,2,7.1233225,28.342361,1.4883734,-0.12565558,278.283,278.032540316,19,6,0.3157894736842105,2,1,1,0,2,3,3,0,6,0,3,4,1,38.06,4.424900000000002,0.0,0,0,0,0,0,0,0,0,674.2484615330351,17,3,0.4363636374473572,0.4363636374473572,SSUFECODNVILSX,C1=CC=C(C(=C1)NC2=NC(=CS2)C3=CC(=CC=C3)C(=O)O)F,C16H11FN2O2S,0.4363636374473572,SSUFECODNVILSX,C1=CC=C(C(=C1)NC2=NC(=CS2)C3=CC(=CC=C3)C(=O)O)F,C16H11FN2O2S,0.4363636374473572,False,False,False,False,ood_lt_0.50,3,0,0
BDABGOLMYNHHTR,3,1.0,1.0,1.0,0.8421656886736552,1.0,0.0,C1CNC2=C(C(=O)C2=O)N(C1)CCP(=O)(O)O,small_heteroaromatic,4,-13.03902,-6.2041435,0.027082333,0.43460193,260.1859999999999,260.056208146,17,8,0.4705882352941176,2,5,0,1,0,2,1,1,7,0,3,5,3,106.94,-0.9177,0.5555555555555556,0,0,0,0,0,2,0,1,541.7181144246763,11,2,0.2926829159259796,0.2926829159259796,WDQFELCEOPFLCZ,C1CC(=O)N(C1)CCO,C6H11NO2,0.2926829159259796,WDQFELCEOPFLCZ,C1CC(=O)N(C1)CCO,C6H11NO2,0.2926829159259796,False,False,False,False,ood_lt_0.50,3,0,0
BDFAHNBRQVAVII,1,0.0,0.0,0.2380952388048172,0.2162162214517593,1.0,1.0,C1CCN(C1)CCNC(=O)C2=CC(=NC3=C2C=C(C=C3)Cl)NCCCCN4CCC(CC4)(F)F,polycyclic_aliphatic_like,4,40.041893,34.87041,1.2697886,0.4373013,494.0300000000003,493.241994828,34,9,0.2647058823529412,5,1,0,0,3,4,2,2,6,0,10,5,2,60.50000000000001,4.637000000000004,0.6,0,1,0,0,0,0,0,0,973.1774945480768,31,4,0.4444444477558136,0.4444444477558136,BENUHBSJOJMZEE,C1CCN(C1)CCNC(=O)C2=CC(=NC3=C2C=C(C=C3)F)C4=CC=C(C=C4)CN5CCOCC5,C27H31FN4O2,0.4444444477558136,BENUHBSJOJMZEE,C1CCN(C1)CCNC(=O)C2=CC(=NC3=C2C=C(C=C3)F)C4=CC=C(C=C4)CN5CCOCC5,C27H31FN4O2,0.4444444477558136,False,False,False,False,ood_lt_0.50,1,0,0
BDVDXNYOCBUMNP,3,1.0,1.0,1.0,0.9245298703511556,1.0,0.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)C3=NC(=NC=C3F)Cl,aromatic_rich_polycycle,2,45.769367,19.77854,1.4249984,-0.7048975,322.746,322.079680536,22,7,0.3181818181818182,4,0,0,0,3,3,3,0,6,0,2,3,0,43.6,4.314220000000003,0.2666666666666666,0,0,0,0,0,0,0,0,873.595217737918,15,3,0.25609755516052246,0.25609755516052246,LCGNLQSOSJFLKR,CC1=CN=C(N=C1C2=CC=C(C=C2)N(CC3=CC=C(C=C3)CNC(=O)C(F)F)C(=O)C4=C(C=C(C=C4)O)O)Cl,C28H23ClF2N4O4,0.25609755516052246,LCGNLQSOSJFLKR,CC1=CN=C(N=C1C2=CC=C(C=C2)N(CC3=CC=C(C=C3)CNC(=O)C(F)F)C(=O)C4=C(C=C(C=C4)O)O)Cl,C28H23ClF2N4O4,0.25609755516052246,False,False,False,False,ood_lt_0.50,3,0,0
