target_smiles,target_inchi_key,num_predictions,exact_match_top1,exact_match_top10,tanimoto_top1,tanimoto_top10,tanimoto_mean,mist_tanimoto,spec_name,proposal_smiles,proposal_source,formula_matches_collected,total_generated,total_valid,total_formula_matched,unique_valid_smiles,duplicate_valid_smiles,valid_duplicate_rate,formula_duplicate_matches,formula_match_fraction_among_valid,unique_valid_fraction_among_valid,generation_time,num_tokens_unmask,encoder_batch_size,top_prediction_smiles
CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,1,0.0,0.0,0.7446808218955994,0.7446808218955994,0.7446808218955994,0.8333333134651184,MassSpecGymID0000211,CC(C)[C@H]1C(=O)O[C@H](Cc2ccccc2)C(=O)O[C@H](C(C)C)C(=O)N(C)[C@H](Cc2ccccc2)C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N1C,formula,1,18,7,1,7,0,0.0,0,0.14285714285714285,1.0,3.2770133018493652,1,1,['CC(C)[C@H]1C(=O)O[C@H](Cc2ccccc2)C(=O)O[C@H](C(C)C)C(=O)N(C)[C@H](Cc2ccccc2)C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N1C']
CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,1,0.0,0.0,0.4117647111415863,0.4117647111415863,0.4117647111415863,0.8974359035491943,MassSpecGymID0000212,CCC(C)C1C(=O)OC(Cc2ccccc2)C(C)C(=O)C(Cc2ccccc2)N(C)C(=O)N(C)C(Cc2ccccc2)OC(=O)C(C(C)C)C(=O)C(O)N(C)C1=O,formula,1,19,17,1,13,4,0.23529411764705882,0,0.058823529411764705,0.7647058823529411,3.2610838413238525,1,1,['CCC(C)C1C(=O)OC(Cc2ccccc2)C(C)C(=O)C(Cc2ccccc2)N(C)C(=O)N(C)C(Cc2ccccc2)OC(=O)C(C(C)C)C(=O)C(O)N(C)C1=O']
CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,1,0.0,0.0,0.4761904776096344,0.4761904776096344,0.4761904776096344,0.8974359035491943,MassSpecGymID0000213,CC[C@H](C)[C@@H]1C(=O)O[C@H](Cc2ccccc2)C(=O)N(C)[C@@H](CC2CO2)C(=O)O[C@H](Cc2ccccc2)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)O[C@H](C(C)C)N1C,formula,1,20,15,1,12,3,0.2,0,0.06666666666666667,0.8,3.269125461578369,1,1,['CC[C@H](C)[C@@H]1C(=O)O[C@H](Cc2ccccc2)C(=O)N(C)[C@@H](CC2CO2)C(=O)O[C@H](Cc2ccccc2)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)O[C@H](C(C)C)N1C']
CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,1,0.0,0.0,0.41025641560554504,0.41025641560554504,0.41025641560554504,0.875,MassSpecGymID0000214,CCC(C)C1C(=O)OC(c2ccccc2)C(=O)N(C)C(C(C)C)C(=O)C(CC2C=C=COC=C2)N(C)C(=O)N(C)C(Cc2ccccc2)C(=O)OC(C(C)C)C1=O,formula,1,19,14,1,11,3,0.21428571428571427,0,0.07142857142857142,0.7857142857142857,3.271540403366089,1,1,['CCC(C)C1C(=O)OC(c2ccccc2)C(=O)N(C)C(C(C)C)C(=O)C(CC2C=C=COC=C2)N(C)C(=O)N(C)C(Cc2ccccc2)C(=O)OC(C(C)C)C1=O']
CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,1,0.0,0.0,0.4615384638309479,0.4615384638309479,0.4615384638309479,0.8974359035491943,MassSpecGymID0000215,CC[C@@H]1OC(=O)[C@@H]([C@@H](C)CC)N(Cc2ccccc2)C(=O)[C@H](Cc2ccccc2)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C)OC(=O)[C@H](Cc2ccccc2)N(C)C1=O,formula,1,19,3,1,3,0,0.0,0,0.3333333333333333,1.0,3.2759878635406494,1,1,['CC[C@@H]1OC(=O)[C@@H]([C@@H](C)CC)N(Cc2ccccc2)C(=O)[C@H](Cc2ccccc2)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C)OC(=O)[C@H](Cc2ccccc2)N(C)C1=O']
CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,1,0.0,0.0,0.4848484992980957,0.4848484992980957,0.4848484992980957,0.8974359035491943,MassSpecGymID0000216,CC[C@H](C)[C@H]1OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C)OC(=O)[C@@H](Cc2ccccc2)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@@H](Cc2ccccc2)OC1=O,formula,1,20,6,1,6,0,0.0,0,0.16666666666666666,1.0,3.280848741531372,1,1,['CC[C@H](C)[C@H]1OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C)OC(=O)[C@@H](Cc2ccccc2)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@@H](Cc2ccccc2)OC1=O']
CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,1,0.0,0.0,0.46875,0.46875,0.46875,0.8536585569381714,MassSpecGymID0000217,CCC(C)[C@@H]1OC(=O)[C@H](C(C)C)N(Cc2ccccc2)C(=O)O[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N(C)C(=O)[C@H](C(C)CC)OC1=O,formula,1,19,10,1,7,3,0.3,0,0.1,0.7,3.2836947441101074,1,1,['CCC(C)[C@@H]1OC(=O)[C@H](C(C)C)N(Cc2ccccc2)C(=O)O[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N(C)C(=O)[C@H](C(C)CC)OC1=O']
CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,1,0.0,0.0,0.3815789520740509,0.3815789520740509,0.3815789520740509,0.8333333134651184,MassSpecGymID0000218,CCC[C@H]1C(=O)O[C@H](Cc2ccccc2)C(=O)N(C)C(=O)OC[C@@H](C(C)C)C(=O)[C@@H]([C@@H](C)CC)C(=O)N(C)[C@H](Cc2ccccc2)C(=O)N1OCc1ccccc1,formula,1,20,5,1,5,0,0.0,0,0.2,1.0,3.2936389446258545,1,1,['CCC[C@H]1C(=O)O[C@H](Cc2ccccc2)C(=O)N(C)C(=O)OC[C@@H](C(C)C)C(=O)[C@@H]([C@@H](C)CC)C(=O)N(C)[C@H](Cc2ccccc2)C(=O)N1OCc1ccccc1']
CC(C)C1C(=O)N(C(C(=O)OC(C(=O)N(C(C(=O)OC(C(=O)N(C(C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,1,0.0,0.0,0.43283581733703613,0.43283581733703613,0.43283581733703613,0.7446808218955994,MassSpecGymID0000219,CC[C@H](C)[C@H]1C(=O)N(Cc2ccccc2)C(=O)N(C)[C@H]([C@@H](C)CC)C(=O)O[C@@H](C)C(=O)O[C@H](Cc2ccccc2)C(=O)O[C@H](C(C)C)C(=O)N1Cc1ccccc1,formula,1,20,13,1,10,3,0.23076923076923078,0,0.07692307692307693,0.7692307692307693,3.3391764163970947,1,1,['CC[C@H](C)[C@H]1C(=O)N(Cc2ccccc2)C(=O)N(C)[C@H]([C@@H](C)CC)C(=O)O[C@@H](C)C(=O)O[C@H](Cc2ccccc2)C(=O)O[C@H](C(C)C)C(=O)N1Cc1ccccc1']
CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,1,0.0,0.0,0.568965494632721,0.568965494632721,0.568965494632721,0.8974359035491943,MassSpecGymID0000220,CC(C)[C@H]1C(=O)O[C@@H](Cc2ccccc2)C(=O)[C@@H](O)[C@H](c2ccccc2)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N1C,formula,1,19,1,1,1,0,0.0,0,1.0,1.0,3.288100481033325,1,1,['CC(C)[C@H]1C(=O)O[C@@H](Cc2ccccc2)C(=O)[C@@H](O)[C@H](c2ccccc2)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N1C']
CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,1,0.0,0.0,0.515625,0.515625,0.515625,0.875,MassSpecGymID0000221,CC(C)CC[C@@H]1C(=O)O[C@H](C(C)C)C(=O)C(=O)N(C)[C@H](Cc2ccccc2)C(=O)N(C)O[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)O[C@@H]1C,formula,1,20,7,1,7,0,0.0,0,0.14285714285714285,1.0,3.2899065017700195,1,1,['CC(C)CC[C@@H]1C(=O)O[C@H](C(C)C)C(=O)C(=O)N(C)[C@H](Cc2ccccc2)C(=O)N(C)O[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)O[C@@H]1C']
CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,1,0.0,0.0,0.3466666638851166,0.3466666638851166,0.3466666638851166,0.8333333134651184,MassSpecGymID0000222,CC[C@H](C)[C@@H]1C(=O)O[C@H](Cc2ccccc2)[C@@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)OC(=O)[C@@H](Cc2ccccc2)OC(=O)N(C)[C@H](C)C(=O)N1Cc1ccccc1,formula,1,20,7,1,6,1,0.14285714285714285,0,0.14285714285714285,0.8571428571428571,3.299330949783325,1,1,['CC[C@H](C)[C@@H]1C(=O)O[C@H](Cc2ccccc2)[C@@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)OC(=O)[C@@H](Cc2ccccc2)OC(=O)N(C)[C@H](C)C(=O)N1Cc1ccccc1']
CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,1,0.0,0.0,0.36986300349235535,0.36986300349235535,0.36986300349235535,0.875,MassSpecGymID0000223,CCC(C)C1C(=O)OC(Cc2ccccc2)C(=O)N(C)C(=O)OC(C(C)C)C(=O)OC(C)C(Cc2ccccc2)C(=O)N(C)CC(=O)N(C)C1Cc1ccccc1,formula,1,32,27,1,24,3,0.1111111111111111,0,0.037037037037037035,0.8888888888888888,5.320486307144165,1,1,['CCC(C)C1C(=O)OC(Cc2ccccc2)C(=O)N(C)C(=O)OC(C(C)C)C(=O)OC(C)C(Cc2ccccc2)C(=O)N(C)CC(=O)N(C)C1Cc1ccccc1']
CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,1,0.0,0.0,0.4769230782985687,0.4769230782985687,0.4769230782985687,0.7291666865348816,MassSpecGymID0000224,CCC(C)C1OC(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)CC)N(C)C(=O)C(Cc2ccccc2)OC(=O)C(=O)C(C(C)N)OC(=O)C1Cc1ccccc1,formula,1,19,9,1,9,0,0.0,0,0.1111111111111111,1.0,3.35172963142395,1,1,['CCC(C)C1OC(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)CC)N(C)C(=O)C(Cc2ccccc2)OC(=O)C(=O)C(C(C)N)OC(=O)C1Cc1ccccc1']
CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,1,0.0,0.0,0.4285714328289032,0.4285714328289032,0.4285714328289032,0.875,MassSpecGymID0000226,CCC(C)C1OC(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)C)N(C)C(=O)OC(Cc2ccccc2)C(=O)N(C)C(=O)CC(C)OC(=O)C1Cc1ccccc1,formula,1,19,6,1,5,1,0.16666666666666666,0,0.16666666666666666,0.8333333333333334,3.294503927230835,1,1,['CCC(C)C1OC(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)C)N(C)C(=O)OC(Cc2ccccc2)C(=O)N(C)C(=O)CC(C)OC(=O)C1Cc1ccccc1']
CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,1,0.0,0.0,0.4054054021835327,0.4054054021835327,0.4054054021835327,0.875,MassSpecGymID0000227,CCC(C)[C@@H]1C(=O)O[C@H](Cc2ccccc2)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N(C)CC(=O)C(N)(Cc2ccccc2)C(=O)O[C@H](C(C)C)C(=O)OC1(C)C,formula,1,30,22,1,22,0,0.0,0,0.045454545454545456,1.0,5.32254433631897,1,1,['CCC(C)[C@@H]1C(=O)O[C@H](Cc2ccccc2)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N(C)CC(=O)C(N)(Cc2ccccc2)C(=O)O[C@H](C(C)C)C(=O)OC1(C)C']
CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,1,0.0,0.0,0.4545454680919647,0.4545454680919647,0.4545454680919647,0.875,MassSpecGymID0000228,CC[C@H](C)[C@H]1C(=O)O[C@H](Cc2ccccc2)C(=O)N(C)[C@H](Cc2ccccc2)C(=O)N(C)CC(=O)N(C)[C@H](Cc2ccccc2)C(=O)O[C@H](C)C(=O)O[C@@H]1C(C)C,formula,1,19,17,1,13,4,0.23529411764705882,0,0.058823529411764705,0.7647058823529411,3.2971818447113037,1,1,['CC[C@H](C)[C@H]1C(=O)O[C@H](Cc2ccccc2)C(=O)N(C)[C@H](Cc2ccccc2)C(=O)N(C)CC(=O)N(C)[C@H](Cc2ccccc2)C(=O)O[C@H](C)C(=O)O[C@@H]1C(C)C']
