true_smiles,name,candidate_rank,candidate_smiles
CCN1CC2(CCC(C34C2CC(C31)(C5(CC(C6CC4C5(C6OC)O)OC)O)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C,MassSpecGymID0341761,16,CCN1C[C@]2(OC(=O)OCN(C)c3ccccc3C(C)=O)CC[C@H](OC)[C@]34C5[C@@H](OC)[C@H]6C[C@]6(O)[C@@H]3[C@@H](O)C4([C@@H]12)[C@H]5OC
CCN1CC2(CCC(C34C2CC(C31)(C5(CC(C6CC4C5(C6OC)O)OC)O)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C,MassSpecGymID0341761,17,CCN1CC2CCCC(OC)C34C(C(C)=O)CC(CC3C(OC)CC4(O)O)C(OC(=O)c3ccccc3NC#CO)C21O
CCN1CC2(CCC(C34C2CC(C31)(C5(CC(C6CC4C5(C6OC)O)OC)O)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C,MassSpecGymID0341761,18,CCN1CC2(OC(=O)c3ccccc3NOOOC)CCC(OC)C3(OC)C(C2)c2cc(ccc2OC)CCC(O)CC13
CCN1CC2(CCC(C34C2CC(C31)(C5(CC(C6CC4C5(C6OC)O)OC)O)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C,MassSpecGymID0341761,19,CCN1CC2(OC(C)=O)CCC(OC(C)=O)C3c4ccccc4NOC4(O)CCC(O)(C#CC1CC32)C4CC(OC)OC
CCN1CC2(CCC(C34C2CC(C31)(C5(CC(C6CC4C5(C6OC)O)OC)O)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C,MassSpecGymID0341761,20,CCN1C[C@]2(OC(=O)c3ccccc3NC(C)=O)CC[C@H](OC)[C@]34C2[C@H]1[C@H](OC)[C@@]3(O)[C@@H]1[C@@H]2C[C@H]2[C@@H](OC)C[C@@]14O
CN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)O)OC)OC)O)COC,MassSpecGymID0347534,1,COC[C@@]12CN(C)[C@H]3[C@H]1[C@@H]1C[C@H](OC)[C@@]3(COC)[C@@]13[C@@H](OC(=O)c1ccccc1)[C@H](OC)[C@@]1(O)[C@H]([C@@H](OC)[C@@H]2O)[C@@]13O
CN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)O)OC)OC)O)COC,MassSpecGymID0347534,2,COC[C@]12CN(C)[C@@H]3[C@@H]4[C@H](OC(=O)c5ccccc5)[C@@H](OC)[C@]5(O)[C@@H]1[C@@]41[C@@H]3[C@]([C@H](O)[C@@H]5OC)([C@@H]2OC)[C@@H](O)C[C@@H]1OC
CN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)O)OC)OC)O)COC,MassSpecGymID0347534,3,COC[C@]12CN(C)[C@@H]3[C@@H]4[C@@H]5[C@H](OC)[C@H]4[C@@]34[C@H](O)C[C@@H](O)[C@](O)([C@H]([C@@H](OC)[C@@H]1O)[C@H]24)[C@@H](OC(=O)c1ccccc1)[C@H]5OC
CN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)O)OC)OC)O)COC,MassSpecGymID0347534,4,COC[C@]12CN(C)[C@H]3[C@H]4[C@@H](C[C@@H](OC)[C@]45C[C@@H](O)[C@]1(O)[C@H](OC(=O)c1ccccc1)[C@@H](OC)[C@@H]5O)[C@@]31[C@@H](O)[C@H](OC)[C@@H]12
CN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)O)OC)OC)O)COC,MassSpecGymID0347534,5,COC[C@]12CN(C)C[C@@]34[C@@H]5[C@H]3[C@@H]3C[C@](O)(C(OC(=O)c6ccccc6)[C@@H](OC)[C@@H](OC)[C@@]3(O)[C@H]4[C@@H]1[C@@H](O)[C@H]2O)[C@H]5OC
CN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)O)OC)OC)O)COC,MassSpecGymID0347534,6,COC[C@]12CN(C)[C@H](OC(=O)c3ccccc3)C34CC35[C@@]3(O)[C@H]([C@H](OC)C41)[C@H](OC)[C@]5(O)[C@@H](C[C@H]3OC)[C@H](OC)[C@@H]2O
CN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)O)OC)OC)O)COC,MassSpecGymID0347534,7,COCC12CN(C)C3C4CC1C1C2CC3(C1OC)C(O)C1(O)C(OC)C(O)C(OC(=O)c2ccccc2)C4(O)C1OC
CN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)O)OC)OC)O)COC,MassSpecGymID0347534,8,COC[C@]12CN(C)[C@@H]3[C@H](OC(=O)c4ccccc4)[C@@H]4C[C@@]45[C@@H]([C@H]31)[C@H]5[C@H](OC)[C@@]1(O)C[C@H](O)[C@](O)(OC)[C@@H]1[C@H](O)[C@@H]2OC
CN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)O)OC)OC)O)COC,MassSpecGymID0347534,9,COC[C@]12CN(C)[C@H](O)[C@@]34[C@H]([C@H](OC)[C@@H]31)[C@H](O)[C@]1(O)C[C@H](OC)[C@@]2(OC(=O)c2ccccc2)[C@H]2C[C@@H]4[C@@H](O)[C@@H](OC)[C@@H]21
CN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)O)OC)OC)O)COC,MassSpecGymID0347534,10,COCC12C3C45[C@@H]([C@H](OC(=O)c6ccccc6)[C@@H]4O)[C@@]4(O)C([C@H]5[C@H](OC)[C@H]1[C@@H](OC)[C@@H]4OC)[C@H](O)[C@]3(COC)CN2C
CN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)O)OC)OC)O)COC,MassSpecGymID0347534,11,COC[C@@]12CN(C)C3[C@@H]4[C@@](O)([C@@H](OC)C[C@H](OC)[C@]45[C@H](O)C4[C@@H]1[C@H](OC(=O)c1ccccc1)[C@]45OC)[C@@H](OC)[C@]32OC
CN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)O)OC)OC)O)COC,MassSpecGymID0347534,12,COCC12CN(C)C3C4C(O)C(OC(=O)c5ccccc5)C56C(O)C4C1C(COC)(CC35)C(O)(C(O)C6OC)C2OC
CN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)O)OC)OC)O)COC,MassSpecGymID0347534,13,COCC12CN(C)C3(COC)C1C(OC)C1C3C(O)(C2OC)C23C(OC(=O)c4ccccc4)C2C(OC)C(OC)C13O
CN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)O)OC)OC)O)COC,MassSpecGymID0347534,14,COC[C@]12CN(C)C3C[C@H]4C(OC)[C@]5([C@H](O)C(OC)C51[C@H]1[C@](O)(OC)[C@H](O)CC(OC)[C@]312)[C@H]4OC(=O)c1ccccc1
CN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)O)OC)OC)O)COC,MassSpecGymID0347534,15,COCC12CN(C)C3C(C)COC4(C5C3CC3(C(OC)C(O)C(OC(=O)c6ccccc6)C1(O)C3O)C4C5OC)C2O
CN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)O)OC)OC)O)COC,MassSpecGymID0347534,16,COCC12CN(C)C3C4C5CC(OC)C6C(OC)C4(C(OC)C(O)C6(O)C3(O)C1O)C5C2COC(=O)c1ccccc1
CN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)O)OC)OC)O)COC,MassSpecGymID0347534,17,COC[C@]12CN(C)C(OC(=O)c3ccccc3)[C@@H](OC)[C@@]13[C@H]1C[C@@H](O)[C@@]4([C@H]1[C@@H](OC)[C@@H]4O)[C@@H](OC)[C@@H]2O[C@@]1(O)CC[C@@H]31
CN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)O)OC)OC)O)COC,MassSpecGymID0347534,18,COCC12CN(C)C34CC1C(C(OC)C23)C(OC)C1(O)CC2C(OC)C(OC)C1(OC(=O)c1ccccc1)C2(O)C4O
CN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)O)OC)OC)O)COC,MassSpecGymID0347534,19,COCC12CN(C)C34CC(C(OC)C1O)C1C3C(OC)C1(OC(=O)c1ccccc1)C1(O)CC(O)C4(C2OC)C1CO
CN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)O)OC)OC)O)COC,MassSpecGymID0347534,20,COCC12CN(C)C3CC1C1C(OC)C(OC)C(OC(=O)c4ccccc4)C1C21CC(OC)C(O)=C(C1O)C3(O)CO
CC(C(=O)N1CCC2=C(C1)NC3=CC=CC=C23)NC4=CC=C5C(=CC4=O)C(CCC6=CC(=C(C(=C65)OC)OC)OC)NC(=O)C,MassSpecGymID0380322,1,CCN1Cc2cc(OC)c(OC)cc2C(=O)Cc2c1c(OC)ccc(N[C@@H](C)C(=O)N1CCc3c([nH]c4ccccc34)C1)c2=O
CC(C(=O)N1CCC2=C(C1)NC3=CC=CC=C23)NC4=CC=C5C(=CC4=O)C(CCC6=CC(=C(C(=C65)OC)OC)OC)NC(=O)C,MassSpecGymID0380322,2,CNc1c(-c2ccc3c(cc2=O)CN(C(=O)[C@H](C)C(=O)N2CCc4[nH]c5ccccc5c4CC2)C3)cc(OC)c(OC)c1OC
CC(C(=O)N1CCC2=C(C1)NC3=CC=CC=C23)NC4=CC=C5C(=CC4=O)C(CCC6=CC(=C(C(=C65)OC)OC)OC)NC(=O)C,MassSpecGymID0380322,3,COc1cc(-c2ccc3c(cc2=O)[C@H](N)CC3)c(N[C@@H](C)C(=O)N2CCc3c([nH]c4ccccc34)[C@H]2C(C)=O)c(OC)c1OC
CC(C(=O)N1CCC2=C(C1)NC3=CC=CC=C23)NC4=CC=C5C(=CC4=O)C(CCC6=CC(=C(C(=C65)OC)OC)OC)NC(=O)C,MassSpecGymID0380322,4,CONC1CCc2c[nH]c3cccc-3c2-c2cc(=O)c(NC(C)C(=O)c3c4c(cc(OC)c3OC)CCN(C(C)=O)C4)ccc21
CC(C(=O)N1CCC2=C(C1)NC3=CC=CC=C23)NC4=CC=C5C(=CC4=O)C(CCC6=CC(=C(C(=C65)OC)OC)OC)NC(=O)C,MassSpecGymID0380322,5,C=C(N[C@H]1Cc2ccc(OC)c(OC)c2-c2cc(OC)c(O)cc21)[C@H](C)N[C@@H](C)C(=O)N1CCc2c([nH]c3ccccc23)C1=O
CC(C(=O)N1CCC2=C(C1)NC3=CC=CC=C23)NC4=CC=C5C(=CC4=O)C(CCC6=CC(=C(C(=C65)OC)OC)OC)NC(=O)C,MassSpecGymID0380322,6,COc1cc(C2CCc3[nH]c4ccccc4c3CC2)c(NC(C)C(=O)N2CC3=CC(=C3)C(=O)CC=CNC2=O)c(OC)c1OC
CC(C(=O)N1CCC2=C(C1)NC3=CC=CC=C23)NC4=CC=C5C(=CC4=O)C(CCC6=CC(=C(C(=C65)OC)OC)OC)NC(=O)C,MassSpecGymID0380322,7,COC1=C2C=CN(CC(C)=O)C(=O)C=C1CCc1c2cc(NC(C)C(=O)N2CCc3[nH]c4ccccc4c3C2)c(OC)c1OC
CC(C(=O)N1CCC2=C(C1)NC3=CC=CC=C23)NC4=CC=C5C(=CC4=O)C(CCC6=CC(=C(C(=C65)OC)OC)OC)NC(=O)C,MassSpecGymID0380322,8,COc1cc2c(c(OC)c1OC)N(C1=C(C)c3cc(=O)ccc4c5c([nH]c3=C(CCC(N[C+]([O])OC)C4)N1)=CC=CC=C5)CC2
CC(C(=O)N1CCC2=C(C1)NC3=CC=CC=C23)NC4=CC=C5C(=CC4=O)C(CCC6=CC(=C(C(=C65)OC)OC)OC)NC(=O)C,MassSpecGymID0380322,9,COc1cc2c(cc1NC(C)C(=O)N1CCc3c([nH]c4ccccc34)C1)-c1c(cc(OC)c(=O)c(NC(C)=O)c1OC)CC2
CC(C(=O)N1CCC2=C(C1)NC3=CC=CC=C23)NC4=CC=C5C(=CC4=O)C(CCC6=CC(=C(C(=C65)OC)OC)OC)NC(=O)C,MassSpecGymID0380322,10,COc1ccc(NC(C)C(=O)N2CCc3c([nH]c4ccccc34)C2)c(OC)c1OC
CC(C(=O)N1CCC2=C(C1)NC3=CC=CC=C23)NC4=CC=C5C(=CC4=O)C(CCC6=CC(=C(C(=C65)OC)OC)OC)NC(=O)C,MassSpecGymID0380322,11,COc1cc2c(cc1OC)C(NC(C)=O)Cc1cc-2c(=O)ccc1N[C@H](C)C(=O)N1CCc2[nH]c3ccccc3c2CC1
CC(C(=O)N1CCC2=C(C1)NC3=CC=CC=C23)NC4=CC=C5C(=CC4=O)C(CCC6=CC(=C(C(=C65)OC)OC)OC)NC(=O)C,MassSpecGymID0380322,12,COc1cc(-c2ccc3c(cc2=O)C3NC(C)=O)c(N[C@H](C)C(=O)N2CCc3[nH]c4ccccc4c3C2)c(OC)c1OC
CC(C(=O)N1CCC2=C(C1)NC3=CC=CC=C23)NC4=CC=C5C(=CC4=O)C(CCC6=CC(=C(C(=C65)OC)OC)OC)NC(=O)C,MassSpecGymID0380322,13,COc1cccc(NC(C)C(=O)N2CCc3c([nH]c4ccccc34)C2)c1OC
CC(C(=O)N1CCC2=C(C1)NC3=CC=CC=C23)NC4=CC=C5C(=CC4=O)C(CCC6=CC(=C(C(=C65)OC)OC)OC)NC(=O)C,MassSpecGymID0380322,14,COc1cc(-c2cc(N[C@H](C)C(=O)N3CCc4c([nH]c5ccccc45)C3)c(=O)ccc2O)c(N[C](C)C(C)=O)c(OC)c1OC
CC(C(=O)N1CCC2=C(C1)NC3=CC=CC=C23)NC4=CC=C5C(=CC4=O)C(CCC6=CC(=C(C(=C65)OC)OC)OC)NC(=O)C,MassSpecGymID0380322,15,[CH2]ON[C@H]1CCc2cc(-c3cc(=O)[nH]c4ccccc34)c(N[C@@H](C)C(=O)N3CCc4cc(OC)c(OC)c(OC)c4C3)cc21
CC(C(=O)N1CCC2=C(C1)NC3=CC=CC=C23)NC4=CC=C5C(=CC4=O)C(CCC6=CC(=C(C(=C65)OC)OC)OC)NC(=O)C,MassSpecGymID0380322,16,CNC1c2cc(=O)c(N[C@@H](C)C(=O)N3Cc4[nH]c5ccccc5c4C3)ccc2CC1c1cc(OC)c(OC)c(OC)c1OC
CC(C(=O)N1CCC2=C(C1)NC3=CC=CC=C23)NC4=CC=C5C(=CC4=O)C(CCC6=CC(=C(C(=C65)OC)OC)OC)NC(=O)C,MassSpecGymID0380322,17,COc1cc2c(-c3cc(=O)c(NC(C)C(=O)N4CCc5[nH]c6ccccc6c5C4)ccc3OC)c(c1)CN(C(C)=O)CC2
CC(C(=O)N1CCC2=C(C1)NC3=CC=CC=C23)NC4=CC=C5C(=CC4=O)C(CCC6=CC(=C(C(=C65)OC)OC)OC)NC(=O)C,MassSpecGymID0380322,18,COc1cc2c(OC)c(OC)c1C(=[NH+][O])CCc1ccc(N[C@@H](C)C(=O)N3CCc4[nH]c5ccccc5c4C3)c(=O)cc1C2
CC(C(=O)N1CCC2=C(C1)NC3=CC=CC=C23)NC4=CC=C5C(=CC4=O)C(CCC6=CC(=C(C(=C65)OC)OC)OC)NC(=O)C,MassSpecGymID0380322,19,COc1cc([C@H]2CCc3c([nH]c(=O)c(NC(C)C(=O)N4CCc5c([nH]c6ccccc56)C4)c3C(C)=O)C2)cc(OC)c1OC
CC(C(=O)N1CCC2=C(C1)NC3=CC=CC=C23)NC4=CC=C5C(=CC4=O)C(CCC6=CC(=C(C(=C65)OC)OC)OC)NC(=O)C,MassSpecGymID0380322,20,COc1cc(=O)n(-c2c3c4c(c(N[C@H](C)C(=O)N5CCc6c([nH]c7ccccc67)C5)c2OC)CC[C@@H]4CC3)c(OC)c1OC
CCN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)OC(=O)C)OC)OC)O)COC,MassSpecGymID0105109,1,CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)[C@@]34[C@@H]5[C@@H]([C@H]6[C@H]3C[C@](O)(OC)[C@H]6OC)[C@](OC(C)=O)([C@@H]([C@H]2O)[C@@H]14)[C@H]5OC(=O)c1ccccc1
CCN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)OC(=O)C)OC)OC)O)COC,MassSpecGymID0105109,2,CCN1C[C@]2(COC)CC[C@@H](O)[C@]34C1[C@@H]([C@@H](OC)[C@H]23)[C@]1(OC(C)=O)[C@@H]2[C@H](O)[C@H](OC(=O)c3ccccc3)[C@](O)([C@@H](OC)[C@H]24)[C@@H]1OC
CCN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)OC(=O)C)OC)OC)O)COC,MassSpecGymID0105109,3,CCN1C[C@]2(COC)[C@H](O)C[C@H]3C4[C@@H]5[C@@H]6[C@@H](O)[C@@](OC(C)=O)(C[C@H]5OC)[C@@H](OC(=O)c5ccccc5)C[C@]6(O)[C@@H]([C@H](OC)[C@@H]2O)[C@]431
CCN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)OC(=O)C)OC)OC)O)COC,MassSpecGymID0105109,4,CCN1C[C@]2(COC)[C@H](O)C[C@H](OC(=O)c3ccccc3)[C@]34C5[C@H](OC(C)=O)[C@@H](OC)C[C@H](O)[C@](C)([C@H]3[C@@H]1OC(C)=O)[C@@H]5[C@H](O)[C@@H]24
CCN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)OC(=O)C)OC)OC)O)COC,MassSpecGymID0105109,5,CCN1C[C@]2(OC(C)=O)[C@H](O)C[C@H](OC)C34C(C[C@@H]32)[C@@]1(O)[C@H](OC)[C@H](OC)[C@]12[C@@H]([C@@H](O)[C@H]1OC(=O)c1ccccc1)[C@@H]4C[C@@H]2OC
CCN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)OC(=O)C)OC)OC)O)COC,MassSpecGymID0105109,6,CCN1C[C@]2(COCOC)[C@H](O)C[C@H](OC)[C@@]34C1C[C@]1(C[C@H]23)[C@@H](OC(=O)c2ccccc2)[C@@H]2[C@@H](O)C(O)[C@@]2(OC)C[C@]14OC(C)=O
CCN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)OC(=O)C)OC)OC)O)COC,MassSpecGymID0105109,7,CCN1CC2(COC)C3C4C5C(OC)C6(O)C(O)C(C)C5(C(OC(=O)c5ccccc5)CC(OC)C4(OC(C)=O)C16C3OC)C2O
CCN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)OC(=O)C)OC)OC)O)COC,MassSpecGymID0105109,8,CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)C34C1[C@H](OC(=O)c1ccccc1)[C@]32C1C[C@H](O)[C@]2(CC[C@@H](OC(C)=O)[C@]2(O)[C@@H]1O)[C@H]4OC
CCN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)OC(=O)C)OC)OC)O)COC,MassSpecGymID0105109,9,CCN1C[C@@]2(COC)C3[C@H](O)C[C@]4(O)C5[C@H](OC)C6(OC(C)=O)C(C6[C@@H]4OC(=O)c4ccccc4)[C@@H]1[C@H](O)C35[C@@H](OC)C[C@H]2O
CCN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)OC(=O)C)OC)OC)O)COC,MassSpecGymID0105109,10,CCN1C[C@]2(COC)C(O)C[C@H](OC)C34C5C6[C@@H](O)[C@@](OC(C)=O)(C[C@@H]32)[C@@H](O)C(C14)[C@]6(O)[C@H](OC(=O)c1ccccc1)[C@@H]5OC
CCN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)OC(=O)C)OC)OC)O)COC,MassSpecGymID0105109,11,CCN1C[C@]2(COC)C(OC)C[C@H](OC)[C@@]34C1C2[C@@]1(OC(C)=O)C2C5C(OC)[C@@H]3C(O)[C@@](C[C@@H]1O)(C54)[C@@H]2OC(=O)c1ccccc1
CCN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)OC(=O)C)OC)OC)O)COC,MassSpecGymID0105109,12,CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)[C@@]34C1C([C@H]23)[C@]1(OC)[C@@H]2[C@H]([C@@H]4O)[C@](C(C)=O)([C@H]2OC)[C@@H](OC(=O)c2ccccc2)[C@H]1OC
