target_smiles,target_inchi_key,num_predictions,exact_match_top1,exact_match_top10,tanimoto_top1,tanimoto_top10,tanimoto_mean,mist_tanimoto,spec_name,proposal_smiles,total_unique_generated
CC1=C2COC(=O)C2=C(C3=C1OC4(CC(C56C(OC(O5)(CC(C6(C4C3)C)O)OC)(C)C)O)C)OC,UHBMKIHOBUKYRH,49,0.0,0.0,0.2330097109079361,0.25,0.1417218709022415,0.4749999940395355,MassSpecGymID0190113,COC(=O)CC[C@]1(C)CC[C@@H](OC(C)=O)[C@@]2(C)O[C@@H]1[C@@H](OC)Cc1c(O)c(C)c3c(c12)COC3=O,49
CC1=C(C2=C(C=C1)C(=O)C3=C(N2)CCN(C3)CC(=O)NC4=CC(=C(C=C4)F)C)C,SWWRURAYYBNSQC,24,0.0,0.0,0.8833333253860474,0.8833333253860474,0.3073007073253393,0.841269850730896,MassSpecGymID0215197,Cc1ccc(NC(=O)CN2CCc3[nH]c4c(C)c(C)ccc4c(=O)c3C2)cc1F,24
CC(CCCCC(C(CO)C(=O)OC(CCCCC(C)C/C(=C/C(=C/C(=O)O)/C)/C)C(CO)C(=O)O)O)C/C(=C/C(=C/C(=O)O)/C)/C,DQBXBQIOPVLJEV,41,0.0,0.0,0.11403508484363556,0.14678898453712463,0.09564957413368108,0.13725490868091583,MassSpecGymID0160948,CC(C)C=C(C(=O)O)[C@H]1[C@H](C)C[C@]2(C)C(=CCC3[C@@]4(C)C[C@@H](O)[C@H](O)[C@](C)(CO)C4CC[C@]32C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,41
CC1=NN(C=C1CN2CCN3C(=NN=C3C4=CC=C(C=C4)OC)C2)C,QFRXNFCIQOTBET,51,0.0,0.0,0.25609755516052246,0.2933333218097687,0.17198315697411695,0.3333333432674408,MassSpecGymID0208288,COc1cccc(-c2n[nH]c([C@@H]3CCN(Cc4cnn(C)c4)C3)n2)c1,51
CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)NC(=O)CCCC3=CNC4=CC=CC=C43,DKIGTEGEDFZRON,52,0.0,0.0,0.24742268025875092,0.27586206793785095,0.21469431857650095,0.3375000059604645,MassSpecGymID0218829,CC1(C)CN(Cc2ccc3ccn(C(=O)Cc4c[nH]c5ccccc45)c3c2)CCOO1,52
C=CC1C2CC3C4=C(CC(N3C(=O)C2=COC1OC5C(C(C(C(O5)CO)O)O)O)C(=O)O)C6=CC=CC=C6N4,YUCVPZILWXKQCX,47,0.0,0.0,0.5360824465751648,0.5360824465751648,0.24668703824678,0.581632673740387,MassSpecGymID0190471,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@@H]1N1Cc2c([nH]c3ccccc23)C1=O,47
CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OCCC3=CC(=C(C=C3)O)O)O)O)OC(=O)C=CC4=CC(=C(C=C4)O)O)O)O)O,DTOUWTJYUCZJQD,40,0.0,0.0,0.09322033822536469,0.1388888955116272,0.0965652845101431,0.1388888955116272,MassSpecGymID0344987,CC1CC23C(=O)OC4(C(O)OC5C(C)CC(OC5C)C25OC4(CCC2C(=O)OC2=O)C(=O)OC5=O)C(C)(C(C)O1)C(O)C3O,40
CCN1CC2(CCC(C34C2C(C(C31)(C5(CC(C6CC4C5C6OC)OC)O)O)OC)OC)COC(=O)C7=CC=CC=C7N8C(=O)CC(C8=O)C,XLTANAWLDBYGFU,56,0.0,0.0,0.4508196711540222,0.5135135054588318,0.22152893937059812,0.843137264251709,MassSpecGymID0146918,CCN1C[C@]2(COC(=O)c3ccccc3NC3=CC(=O)C[C@H](C)C3=O)CC[C@H](OC)[C@@]34C1[C@@H](C[C@H](OC)[C@@H]23)C1C[C@]2(O)C[C@@H]4[C@@H]2[C@@H]1O,56
CC1=CC(=NC(=N1)C2CC2)C(=O)NC3=CC=CC(=C3)C4=CC=NN4,DLJKHMOYXSNEGI,49,0.0,0.0,0.11999999731779099,0.12820513546466827,0.10843507554001953,0.21212121844291687,MassSpecGymID0206920,Cc1cc(-c2ccc(-c3cc(C)c(N)cnc3=O)cn2)ncc1N,49
CCN(CC)C1=NN=C(C=C1)N2CCN(CC2)C(=O)CN3C=CC=N3,RNGNYGLZHZAAQS,41,0.0,0.0,0.22077922523021698,0.2266666740179062,0.16565147955424903,0.21621622145175934,MassSpecGymID0213004,CCCn1cnc(N2CCN(c3nccc(NCC)n3)CC2)cc1=O,41
CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,ULGZDMOVFRHVEP,58,0.0,0.0,0.7303370833396912,0.8095238208770752,0.46942415830261747,0.8160919547080994,MassSpecGymID0250589,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@H](OC)[C@H](C)O2)[C@H](C)[C@@H](O[C@H]2O[C@H](C)C[C@H](NC)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@H](O)[C@]1(C)O,58
CN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)O)OC)OC)O)COC,PULWZCUZNRVAHT,54,0.0,0.0,0.12318840622901917,0.15789473056793213,0.1183976619331925,0.1489361673593521,MassSpecGymID0347505,CO[C@@H]1O[C@@H](OC2C[C@@H]3OC4=CCCC5C=C(C6=CCC(=O)OC6)CCN4C5CCC3(O)[C@@H](O)[C@@H]2C=O)C[C@@H](C)[C@@H]1O,54
CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)OC(=O)CC)(C)O)C)C)O)(C)O,TYQXKHPOXXXCTP,61,0.0,0.0,0.8275862336158752,0.8275862336158752,0.35679408773535587,0.8222222328186035,MassSpecGymID0232185,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,61
CCCC(=NOCC)C1=C(CC(CC1=O)CC(C)SCC)O,CSPPKDPQLUUTND,61,0.0,0.0,0.14473684132099152,0.1527777761220932,0.11931804140083126,0.1527777761220932,MassSpecGymID0056495,CCCOc1cccc(OCCSCNC(C)C(C)(C)O)c1,61
CC(C)(COC1=CN2C(=C(C=N2)C#N)C(=C1)C3=CN=C(C=C3)N4CC5CC(C4)N5CC6=CN=C(C=C6)OC)O,XIIOFHFUYBLOLW,37,1.0,1.0,1.0,1.0,0.5700408266605558,0.8607594966888428,MassSpecGymID0234679,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,37
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H](O[C@H]([C@@H]([C@@H]2O)O)O[C@@H]3[C@H]([C@H](O[C@@H]([C@H]3OC(=O)/C=C/C4=CC=C(C=C4)O)CO)O[C@]5([C@H]([C@@H]([C@H](O5)CO)O)OC(=O)/C=C/C6=CC=C(C=C6)O)CO)O)C)O)O)O,RTQZACYXEASSEF,61,0.0,0.0,0.389380544424057,0.532608687877655,0.3066697087688524,0.5048543810844421,MassSpecGymID0164494,COc1ccc(C2OC(COC(=O)C=Cc3ccc(OC4OC(COC5OC(CO)C(O)C(OC(C)=O)C5OO)C(O)C(O)C4OC4OC(C)C(O)[C@H](O)C4O)cc3)C2=O)cc1,61
CCCCC(=O)N1CC2(CN(CC(C1)(C2=O)CC)C(=O)CCCC)CC,CFWAAIZGVGUQQI,58,0.0,0.0,0.37254902720451355,0.3877550959587097,0.31727903207828256,0.6666666865348816,MassSpecGymID0212665,CCC1(CC)CCCN(C(=O)CCCCC(=O)N2CC(C)(CC)C2=O)C1,58
C1=CC=C(C=C1)C2=CC(=O)NC(=N2)SCC3=CC=C(C=C3)C#N,QEDVLODTOQLLGO,36,0.0,0.0,0.4032258093357086,0.4912280738353729,0.2785707589549323,0.7200000286102295,MassSpecGymID0215115,[CH2][CH]n1c(SCc2ccc(C#N)cc2)nc2ccccc2c1=O,36
CC(=O)OC1=CC2=C(CC(C(O2)C3=CC(=C(C(=C3)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C4=CC(=C(C(=C4)OC(=O)C)OC(=O)C)OC(=O)C)C(=C1)OC(=O)C,SVHJCTSSYQPWEV,56,0.0,0.0,0.16981132328510284,0.1782178282737732,0.12514994878854072,0.2142857164144516,MassSpecGymID0337070,COC(C(=O)O)C1O[C@@H](OC(=O)c2c(O)cc3c(c2O)C(c2ccc(O)c(O)c2)C(c2ccc(O)c(O)c2)O3)C(OC(=O)C=Cc2ccc(O)c(O)c2)[C@H](O)[C@H]1O,56
CC(C1=CC2=C(C=C1)N(CC2)C(=O)C3CCOCC3)NC(=O)C4=CC=C(C=C4)F,NUBWFWVVKLRSHS,46,1.0,1.0,1.0,1.0,0.300018647402201,0.9642857313156128,MassSpecGymID0227808,C[C@@H](NC(=O)c1ccc(F)cc1)c1ccc2c(c1)CCN2C(=O)C1CCOCC1,46
CC1=NC2=CC(=CC(=C2C=C1)C(=O)NC3CCN(CC3)C)NC(=O)C(C)C,HWGRHMFJDDVHNR,38,0.0,0.0,0.22727273404598236,0.22727273404598236,0.13086288319410463,0.31168830394744873,MassSpecGymID0214355,C=Cc1cc(CC)c2cc(C(=O)NCC3CCCN3C)c(=O)n(CC)c2n1,38
CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)NC(CCSC)C(=O)N4CCN(CC4)C5=CC=C(C=C5)OC)OC)OC)OC,UVLDARVNLRWGBB,59,0.0,0.0,0.4909090995788574,0.4909090995788574,0.1860543407847063,0.7291666865348816,MassSpecGymID0370978,COc1cc2c(c(OOSC)c1OC)-c1ccc(NCCCC(Nc3ccccc3)C(=O)N3CCN(C(C)=O)CC3)c(=O)cc1C(C)CC2,59
CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)NCCCCCC(=O)NC4=NC(=C(S4)C5=CC=CC=C5)C(=O)OC)OC)OC)OC,NIEHAABHXAUTQI,57,0.0,0.0,0.3499999940395355,0.3499999940395355,0.15228481370171434,0.6407766938209534,MassSpecGymID0388355,COc1cc2c(cc1NCC(=O)Nc1nc3c(s1)C(c1ccccc1)Cc1c-3cc(OC)c(OC)c1OC)C1NC1CC2,57
CCOC1=CC=CC=C1OCCCCCC2=C(NN=C2C)C,ZYVWDGOLKRWZLE,41,1.0,1.0,1.0,1.0,0.44504385332508783,0.9487179517745972,MassSpecGymID0205522,CCOc1ccccc1OCCCCCc1c(C)n[nH]c1C,41
CCN1CC2(C(CC(C34C2C(C(C31)C5(CC(C6(CC4C5C6OC(=O)C7=CC=C(C=C7)OC)O)OC)OCC)OC)OC)O)COC,YBCOIJNAMJAFSO,47,0.0,0.0,0.24031007289886475,0.24031007289886475,0.18140534127249996,0.2158273309469223,MassSpecGymID0341967,COc1ccc(C(=O)O[C@H]2[C@@H](O)[C@H]3N4C[C@@H](C)CC[C@H]4[C@@H]4OC[C@@]5(O)C[C@@H]6OC[C@H](CC[C@@]25O)[C@H]4C[C@H]([C@@H]6C)[C@]3(C)O)cc1OC,47
COCCNC1CCC(CC1)NC2=NC=C(C(=C2)C3=CSC(=N3)NCC4(CCOCC4)C#N)Cl,XSDZPPRQLIZLDG,30,1.0,1.0,1.0,1.0,0.4572412318239609,0.9857142567634583,MassSpecGymID0238410,COCCNC1CCC(Nc2cc(-c3csc(NCC4(C#N)CCOCC4)n3)c(Cl)cn2)CC1,30
CCN1C[C@@]2(CC[C@@H]([C@@]34[C@@H]2C[C@@H](C31)[C@]5(C[C@@H]([C@H]6C[C@@H]4[C@@]5([C@H]6OC)O)OC)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C,NWBWCXBPKTTZNQ,56,0.0,0.0,0.17796610295772552,0.21551723778247833,0.1477889689683382,0.3368421196937561,MassSpecGymID0161730,COc1ccc(C(C)NC23CCN2C(C(C)c2ccc(OC)c(OC)c2)CCC2(O)CC2C(OC)OC3=O)cc1OC,56
CC1=NN2C(=NN=C2C3=C(C=CC(=C3)S(=O)(=O)N(C)CCO)OC)C4=CC=CC=C14,RKHSOIYWKCMPHF,43,0.0,0.0,0.20454545319080353,0.20454545319080353,0.12178903904765151,0.26582279801368713,MassSpecGymID0229846,COc1cnc(-c2ccc(S(=O)(=O)N3CCOCC3)cc2)c2cc3c(cc12)NNN3,43
CC1=C(C(=O)OC2=C1C=CC(=C2CN3CC4CC(C3)C5=CC=CC(=O)N5C4)O)CC6=CC=CC=C6,DHCSEHRBYOAURX,51,0.0,0.0,0.11214952915906906,0.15000000596046448,0.09685512066033541,0.17204301059246063,MassSpecGymID0383012,COc1ccc(COc2ccc3ccccc3c2C(C)=C(C(=O)N(C)N)c2ccc(O)cc2)cc1,51
CC(C)(C1=CC=C(C=C1)C(=O)CCCN2CCCC(C2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)C(=O)O,OQXVWJQUBIBIHZ,56,0.0,0.0,0.17000000178813934,0.17000000178813934,0.12364171192582164,0.20000000298023224,MassSpecGymID0047729,COc1ccc2c3c1OC1C(O)(COCc4ccccc4)CC(C2)CN(Cc2ccccc2)CCC31C,56
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]([C@H](O[C@H]([C@@H]2O)OCCC3=CC(=C(C=C3)O)O)COC(=O)/C=C/C4=CC(=C(C=C4)O)OC)O)O)O)O,OFNCUIXPAFLTJZ,60,0.0,0.0,0.4660194218158722,0.5955055952072144,0.3752168024579684,0.6435643434524536,MassSpecGymID0196233,COc1ccc(CCO[C@H]2OC(CO)[C@@H](O[C@@H]3OCOC(O)C(OCC(=O)C=Cc4ccc(O)c(O)c4)C3O)CC2O)cc1O,60
C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=O)C(=C4C(=C3)C(=CC(=C4O)O)C5C(CC6=C(C=C(C=C6O5)O)O)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O,GPLOTACQBREROW,37,0.0,0.0,0.5308641791343689,0.5609756112098694,0.3388994801789522,0.8405796885490417,MassSpecGymID0309172,O=C(O[C@@H]1Cc2c(O)cc3c(c(c4c(O)cc(=O)c2-4)O[C@H]1c1ccc(O)c(O)c1)C[C@H](O)[C@H](c1cc(O)c(O)c(O)c1)O3)c1cc(O)c(O)c(O)c1,37
CCC(C)C1C(=O)NC(C(=O)N(CC(=O)NC(C(=O)NCCCCC(C(=O)N1)NC(=O)NC(CC2=CC=CC=C2)C(=O)O)CCC3=CC=C(C=C3)O)C)CCC4=CC=C(C=C4)O,HRGWILAIPXJBIB,59,0.0,0.0,0.4516128897666931,0.4516128897666931,0.2735208114451271,0.7281553149223328,MassSpecGymID0072572,CCC(C)[C@@H]1NC(=O)[C@@H](NC(=O)[CH]C2CC2)CCCN2C(=O)[C@H]2CCCNC(=O)[C@H](C(=O)[C@H](Cc2ccccc2)NC(=O)O)N(C)C(=O)[C@H](Cc2ccc(O)cc2)NC=C1O,59
CCOC1=CC2=C(C=C1)OC(=O)C=C2CN3CCN(CC3)CC4=C(OC(=N4)C5=CC=CC=C5OC)C,BKQWEYFPSIGUMT,50,0.0,0.0,0.4390243887901306,0.4533333480358124,0.28915369126945734,0.5714285969734192,MassSpecGymID0241834,[3H]Cc1ccc2oc(=O)cc(CN3CCN(Cc4cc(OC)c5cc(OC)c(OC)cc5n4)CC3)c2c1,50
C1=CC(=CC=C1N(C(=O)C2=CC=NC=C2)S(=O)(=O)C3=CC=C(C=C3)F)OC(=O)C4=CC=NC=C4,BKPPHNVPJAFZCW,46,0.0,0.0,0.3731343150138855,0.5322580933570862,0.2791501978493255,0.7818182110786438,MassSpecGymID0209395,O=C(c1ccc([N-]OOc2ccc([S+](=O)=O)cc2)cc1)N(c1ccncc1)c1ccc(F)cc1,46
C=C[C@@H]1C2CC3C4=C(CCN3C(=O)C2=COC1O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C6=CC=CC=C6N4,LBRPLJCNRZUXLS,44,1.0,1.0,1.0,1.0,0.43681809966537083,0.7894737124443054,MassSpecGymID0190057,C=CC1C(O[C@@H]2OC(CO)[C@H](O)C(O)C2O)OC=C2C(=O)N3CCc4c([nH]c5ccccc45)C3CC21,44
