example_type,shard,spec_name,target_inchi_key,exact_match_top1,exact_match_top10,tanimoto_top1,tanimoto_top10,mist_tanimoto,total_formula_matched,total_generated,generation_time,target_smiles,proposal_smiles,top_prediction_smiles
top10_only_examples,shard_013,MassSpecGymID0207505,WCARDDDMQORATQ,0.0,1.0,0.6363636255264282,1.0,0.5714285969734192,14,93,9.937441110610962,CC1=CC2=C(C=C1)C(=O)NC(=N2)NC3=NC(=CC(=N3)C4=CC=CC=C4)C,Cc1ccc2c(C)nc(Nc3nc(-c4ccccc4)cc(=O)[nH]3)nc2c1,"['Cc1ccc2c(C)nc(Nc3nc(-c4ccccc4)cc(=O)[nH]3)nc2c1', 'Cc1ccc2c(=O)[nH]c(Nc3ncc(-c4ccccc4)c(C)n3)nc2c1', 'Cc1ccc2c(C)nc(Nc3ncc(-c4ccccc4)[nH]c3=O)nc2c1', 'Cc1ccc2c(=O)[nH]c(Nc3nc(C)cc(-c4ccccc4)n3)nc2c1', 'Cc1ccc2c(C)nc(Nc3nc4c(c(=O)[nH]3)=CC=CC=CC=4)nc2c1']"
top10_only_examples,shard_007,MassSpecGymID0142429,OWFJMIVZYSDULZ,0.0,1.0,0.6111111044883728,1.0,0.6111111044883728,12,64,12.688638687133787,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)O[C@@H]3C[C@@H]12,"['CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)O[C@@H]3C[C@@H]12', 'CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@](C)(O)[C@@H]3[C@H](O)[C@@H]12', 'CN(C)[C@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@@H]3OC[C@H]12', 'C[C@@H]1O[C@H]2C(=C(O)c3c(O)cccc31)C(=O)[C@@]1(O)C(O)=C(C(N)=O)C(=O)[C@H](N(C)C)[C@@H]1[C@@H]2O', 'CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4C(O)(O)[C@]3(C)C[C@@H]12']"
top10_only_examples,shard_012,MassSpecGymID0203871,PDLGLENBVYBASR,0.0,1.0,0.9803921580314636,1.0,0.7457627058029175,9,100,15.333918571472168,C1CCN(CC1)C(=O)C2CCN(CC2)C3=NC4=C(S3)N=C(C=C4)C5=CN=CC=C5,O=C(C1CCN(c2nc3ccc(-c4cccnc4)nc3s2)CC1)N1CCCC1,"['O=C(C1CCN(c2nc3ccc(-c4cccnc4)nc3s2)CC1)N1CCCC1', 'CC(=O)C1CCN(c2nc3ccc(-c4cccnc4)nc3s2)CC1', 'O=C(C1CCN(c2nc3ccc(-c4cccnc4)nc3s2)CC1)N1CCCCC1', 'O=C(C1CC1)C1CCN(c2nc3ccc(-c4cccnc4)nc3s2)CC1', 'NC(=O)C1CCN(c2nc3ccc(-c4cccnc4)nc3s2)CC1']"
top10_only_examples,shard_023,MassSpecGymID0237810,DLNUPKDFXMWRFP,0.0,1.0,0.8500000238418579,1.0,0.8947368264198303,7,100,27.38489580154419,CC(=CC(=O)CCC(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6)C,C/C=C\C(=O)CCC(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,"['C/C=C\\C(=O)CCC(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1', 'CC(C)=CC(=O)CCC(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1', 'CC[CH]C(=O)CCC(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1', 'C=CC(=O)CCC(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1', 'CC(=O)CCC(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1']"
top10_only_examples,shard_023,MassSpecGymID0237138,VCKUSRYTPJJLNI,0.0,1.0,0.5068492889404297,1.0,0.5833333134651184,6,100,13.691457986831663,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)[C@H]4CCCO4)N)OC,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,"['COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC', 'COc1cc2nc(N(C)CCNC(=O)C3CCCO3)nc(N)c2cc1OC', 'COc1cc2nc(N(C)CCNC(=O)[C@H]3CCCO3)nc(N)c2cc1N1CC1', 'COc1cc2nc(N(C)CCNC(=O)C3CCCO3)nc(N)c2cc1C1CO1', 'COc1cc2nc(N(C)CCCC(=O)C3CCCO3)nc(N)c2cc1OC']"
top10_only_examples,shard_012,MassSpecGymID0204655,HXICCMHWNGDAJQ,0.0,1.0,0.828125,1.0,0.8225806355476379,14,95,17.22351574897766,CCC1=CC(=CC=C1)NC(=O)CCC2=C(N3C(=NC(=N3)C4=CC(=CC(=C4)OC)OC)N=C2C)C,CCc1ccc(NC(=O)CCc2c(C)nc3nc(-c4cc(OC)cc(OC)c4)nn3c2C)cc1,"['CCc1ccc(NC(=O)CCc2c(C)nc3nc(-c4cc(OC)cc(OC)c4)nn3c2C)cc1', 'COc1cc(OC)cc(-c2nc3nc(C)c(CCC(=O)Nc4cc(C)cc(C)c4)c(C)n3n2)c1', 'CCc1cccc(NC(=O)CCc2c(C)nc3nc(-c4cc(OC)cc(OC)c4)nn3c2C)c1', 'CCNc1ccc(C(=O)CCc2c(C)nc3nc(-c4cc(OC)cc(OC)c4)nn3c2C)cc1', 'CCc1ccc(NC(=O)CCc2c(C)nc(C)n3nc(-c4cc(OC)cc(OC)c4)nc23)cc1']"
top10_only_examples,shard_012,MassSpecGymID0204818,LPNOYCNHIDLOGP,0.0,1.0,0.7400000095367432,1.0,0.7234042286872864,14,47,4.5404767990112305,CC1=CC(=CN=C1C(=O)NC2=NC(=C(S2)C(=O)N(C)C)C)F,Cc1ncc(F)cc1C(=O)Nc1nc(C)c(C(=O)N(C)C)s1,"['Cc1ncc(F)cc1C(=O)Nc1nc(C)c(C(=O)N(C)C)s1', 'Cc1cc(F)cnc1C(=O)Nc1nc(C)c(C(=O)N(C)C)s1', 'Cc1cc(F)cc(C(=O)Nc2nc(C)c(C(=O)N(C)C)s2)n1', 'Cc1nc(F)ccc1C(=O)Nc1nc(C)c(C(=O)N(C)C)s1', 'Cc1cc(C(=O)Nc2nc(C)c(C(=O)N(C)C)s2)cc(F)n1']"
top10_only_examples,shard_012,MassSpecGymID0205412,VZWBFVDYUIMNSD,0.0,1.0,0.7627118825912476,1.0,0.6129032373428345,18,100,10.630216598510742,CCC1=NOC(=N1)C2=CN=C(C=C2)N3C(=C(C=N3)C(=O)NCC)C,CCNC(=O)c1cnn(-c2ccc(-c3nc(C(C)C)no3)cn2)c1C,"['CCNC(=O)c1cnn(-c2ccc(-c3nc(C(C)C)no3)cn2)c1C', 'CCNC(=O)c1cnn(-c2ccc(-c3nc(C)no3)cn2)c1C', 'CCNC(=O)c1cnn(-c2ccc(-c3nc(CC)no3)cn2)c1C', 'CCNC(=O)c1cnn(-c2ccc(-c3ncno3)cn2)c1C(C)C', 'CCNC(=O)c1ccnn1-c1ccc(-c2nc(C(C)C)no2)cn1']"
top10_only_examples,shard_013,MassSpecGymID0205992,NATWDNFSGQJWSD,0.0,1.0,0.640625,1.0,0.6229507923126221,24,92,10.049415349960327,CC1=CC(=CC(=O)N1C)OC2CCN(CC2)C(=O)NC3=CC=CS3,Cc1cc(OC2CCN(C(=O)NCc3cccs3)C2)cc(=O)n1C,"['Cc1cc(OC2CCN(C(=O)NCc3cccs3)C2)cc(=O)n1C', 'Cc1cc(OC2CCN(C(=O)Nc3cccs3)CC2)cc(=O)n1C', 'Cc1c(OC2CCN(C(=O)Nc3cccs3)C2)cc(=O)n(C)c1C', 'Cc1cc(OC2CCN(C(=O)NCc3cccs3)CC2)cc(=O)[nH]1', 'Cc1cc(NC(=O)N2CCC(Oc3cccs3)CC2)cc(=O)n1C']"
top10_only_examples,shard_013,MassSpecGymID0206291,GOKYWLHPCGAOEP,0.0,1.0,0.4259259402751922,1.0,0.5199999809265137,10,64,6.353553056716919,CC1=NN(C=C1)C2=NN=C(C=C2)N3CCN(CC3)C4=NN=C(S4)C5CC5,Cn1cccc1-c1nnc(N2CCN(c3ccc(N4CC4)nn3)CC2)s1,"['Cn1cccc1-c1nnc(N2CCN(c3ccc(N4CC4)nn3)CC2)s1', 'Cc1ccn(-c2ccc(N3CCN(c4nnc(C5CC5)s4)CC3)nn2)n1', 'c1cnn(-c2csc(N3CCN(c4ccc(N5CCC5)nn4)CC3)n2)c1', 'c1cnn(-c2ccc(N3CCN(c4nnc(N5CCC5)s4)CC3)nc2)c1', 'c1cnc2ncc(N3CCN(c4nnc(N5CCCC5)s4)CC3)nc2c1']"
near_miss_high_tanimoto_no_exact,shard_018,MassSpecGymID0221323,OACODUCFPHHCIH,0.0,0.0,1.0,1.0,0.859375,9,100,21.60166311264038,CC(C)(C)OC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)C2=CC(=C(C=C2)N)CCC3=CC=C(C=C3)O,CC(C)(C)OC(=O)[C@H](CCc1ccc(O)cc1)NC(=O)c1ccc(N)c(CCc2ccccc2)c1,"['CC(C)(C)OC(=O)[C@H](CCc1ccc(O)cc1)NC(=O)c1ccc(N)c(CCc2ccccc2)c1', 'CC(C)(C)OC(=O)C(CCc1ccccc1)NC(=O)c1ccc(N)c(CCCc2ccc(O)cc2)c1', 'CC(C)(C)OC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1ccc(N)c(CCc2ccccc2)c1', '[3H]CC1(OC(=O)[C@@H](CCc2ccccc2)NC(=O)c2ccc(N)c(CCO)c2)CC1', 'CC(C)(C)OC(=O)[C@H](CCc1ccccc1)NC(=O)C1=CC(C2CCN(c3ccc(O)cc3)C2)=C1']"
near_miss_high_tanimoto_no_exact,shard_003,MassSpecGymID0050424,MIABSAQIFYEDJP,0.0,0.0,1.0,1.0,0.9629629850387572,0,100,15.04456877708435,C(COP(=O)(O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"['O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F', 'O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F', 'O=P(O)(F)OOCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F', 'O=P(O)(O)OCN(F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F', 'O=P(F)(F)OCOCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F']"
near_miss_high_tanimoto_no_exact,shard_019,MassSpecGymID0225294,MYKOWOGZBMOVBJ,0.0,0.0,1.0,1.0,0.8444444537162781,10,58,5.775911808013916,C1=CC=C2C(=C1)N=C3N2C(=O)C4=CC=CC5=C(C=CC3=C54)C(=O)O,O=C(O)c1ccc2c(=O)n3c4ccccc4nc3c3cccc1c23,"['O=C(O)c1ccc2c(=O)n3c4ccccc4nc3c3cccc1c23', 'O=C(O)c1ccc(=O)c2c3c1cccc3n1c3ccccc3nc21', 'O=C(O)C(=O)c1ccc2c3cccc3n3c4ccccc4nc3c12', 'O=C(O)c1ccc2c3c1cccc1nc4ccccc4n(c1=3)c2=O', 'O=C(O)c1ccc2c(=O)n3nc4ccccc4c3c3cccc1c23']"
near_miss_high_tanimoto_no_exact,shard_019,MassSpecGymID0225117,NMHVTLJFPDOJOD,0.0,0.0,1.0,1.0,0.9032257795333862,3,100,18.43899941444397,CC(C)(C)OC(=O)CN1CCNCCN(CCN(CC1)CC(=O)OC(C)(C)C)CC(=O)OC(C)(C)C,CC(C)(C)OC(=O)CN1CCNCCN(CC(=O)OC(C)(C)C)CC1,"['CC(C)(C)OC(=O)CN1CCNCCN(CC(=O)OC(C)(C)C)CC1', 'CC(C)(C)OC(=O)CN1CCNCCN(CC(=O)O)CCNCCN(CC(=O)OC(C)(C)C)CC1', 'CC(C)(C)OC(=O)CN1CCNCCNCCN(CC(=O)OC(C)(C)C)CCN(CC(=O)O)CC1', 'CC(C)(C)OC(=O)CN1CCCCN(CC(=O)O)CCNCCN(CC(=O)OC(C)(C)C)CC1', 'CC(C)(C)OC(=O)CN1CCCNCCN(CC(=O)O)CCN(CC(=O)OC(C)(C)C)CC1']"
near_miss_high_tanimoto_no_exact,shard_003,MassSpecGymID0050406,MIABSAQIFYEDJP,0.0,0.0,1.0,1.0,0.9629629850387572,0,100,14.641032218933104,C(COP(=O)(O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"['O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F', 'CC(F)(C(F)(F)CCOP(=O)(O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F', 'O=P(O)(OF)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F', 'O=P(O)(F)OCCC(F)(F)C(F)(F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F', 'O=P(O)(O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F']"
near_miss_high_tanimoto_no_exact,shard_003,MassSpecGymID0050407,MIABSAQIFYEDJP,0.0,0.0,1.0,1.0,0.8965517282485962,0,100,15.614120244979858,C(COP(=O)(O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"['O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F', 'O=P(O)(O)OCCC(F)(F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F', 'O=P(O)(O)OCCC(F)(F)C(F)(F)F', 'O=P(O)(F)OCCC(F)(F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F', 'O=P(O)(O)OCCC(F)(F)C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F']"
