target_smiles,target_inchi_key,num_predictions,exact_match_top1,exact_match_top10,tanimoto_top1,tanimoto_top10,tanimoto_mean,mist_tanimoto,spec_name,proposal_smiles,total_unique_generated
CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)NC(CCSC)C(=O)N4CCN(CC4)CC5=CC6=C(C=C5)OCO6)OC)OC)OC,RHYJRVWWDRGDRZ,54,0.0,0.0,0.3384615480899811,0.3384615480899811,0.17088786774763354,0.5283018946647644,MassSpecGymID0380611,CNCC(Nc1ccc2c(cc1=O)NN(SCC(=O)C(C)C)CCC2=O)C1CCc2cc(OC)c(OC)c(OC)c2C(=O)c2cc(OC)ccc21,54
CCC(CC)C1=NN=C(S1)NC(=O)CS(=O)(=O)CC2=CC=CC=C2,FSEOPJIGTIEFRA,56,1.0,1.0,1.0,1.0,0.36753158723669394,0.7272727489471436,MassSpecGymID0211487,CCC(CC)c1nnc(NC(=O)CS(=O)(=O)Cc2ccccc2)s1,56
C1CC2CCC1[C@@H]([C@H]2NC3=NC(=NC=C3F)C4=CNC5=C4C=C(C=N5)F)C(=O)O,JGPXDNKSIXAZEQ,37,1.0,1.0,1.0,1.0,0.5388162111913836,0.7580645084381104,MassSpecGymID0225773,O=C(O)[C@@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F,37
CC1=NC(=CC(=N1)NC2=CC=CC=N2)NCCNC(=O)C3=CC=C(C=C3)Cl,QDIOBBHRAVYZSK,47,0.0,0.0,0.31506848335266113,0.4677419364452362,0.23842342784430118,0.5,MassSpecGymID0212445,Cc1cc(C)nc(N2CCn3nc(NC(=O)c4ccc(Cl)cc4)cc3C2)n1,47
CC1=C2COC(=O)C2=C(C3=C1OC4(CC(C56C(OC(O5)(CC(C6(C4C3)C)O)OC)(C)C)O)C)OC,UHBMKIHOBUKYRH,52,0.0,0.0,0.24242424964904785,0.31081080436706543,0.15812188773774183,0.4749999940395355,MassSpecGymID0190113,COC(=O)CCC1(C)C(=O)C2(C)OC1(C1(C)CCc3c(O)c(OC)c(C)c(C)c3OCC1=O)C2O,52
CC1=C(C2=C(C=C1)C(=O)C3=C(N2)CCN(C3)CC(=O)NC4=CC(=C(C=C4)F)C)C,SWWRURAYYBNSQC,21,0.0,0.0,0.8833333253860474,0.8833333253860474,0.35229831224396113,0.841269850730896,MassSpecGymID0215197,Cc1ccc(NC(=O)CN2CCc3[nH]c4c(C)c(C)ccc4c(=O)c3C2)cc1F,21
CC(CCCCC(C(CO)C(=O)OC(CCCCC(C)C/C(=C/C(=C/C(=O)O)/C)/C)C(CO)C(=O)O)O)C/C(=C/C(=C/C(=O)O)/C)/C,DQBXBQIOPVLJEV,45,0.0,0.0,0.1071428582072258,0.14678898453712463,0.08945914924972587,0.13725490868091583,MassSpecGymID0160948,CC(C)C=CC(=O)[C@]1(O)[C@H](O)C[C@@]2(O[C@@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]3O)C(=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]32C)[C@]1(C)CO,45
CC1=NN(C=C1CN2CCN3C(=NN=C3C4=CC=C(C=C4)OC)C2)C,QFRXNFCIQOTBET,46,0.0,0.0,0.25609755516052246,0.2933333218097687,0.18894704164046308,0.3333333432674408,MassSpecGymID0208288,COc1cccc(-c2n[nH]c([C@@H]3CCN(Cc4cnn(C)c4)C3)n2)c1,46
CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)NC(=O)CCCC3=CNC4=CC=CC=C43,DKIGTEGEDFZRON,47,0.0,0.0,0.24742268025875092,0.2857142984867096,0.22092428914410003,0.3375000059604645,MassSpecGymID0218829,CC1(C)CN(Cc2ccc3ccn(C(=O)Cc4c[nH]c5ccccc45)c3c2)CCOO1,47
C=CC1C2CC3C4=C(CC(N3C(=O)C2=COC1OC5C(C(C(C(O5)CO)O)O)O)C(=O)O)C6=CC=CC=C6N4,YUCVPZILWXKQCX,44,0.0,0.0,0.44859811663627625,0.44859811663627625,0.24368000870824538,0.581632673740387,MassSpecGymID0190471,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](C=C(C)C=O)[C@@H]1N1CCc2c([nH]c3ccccc23)C1=O,44
CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OCCC3=CC(=C(C=C3)O)O)O)O)OC(=O)C=CC4=CC(=C(C=C4)O)O)O)O)O,DTOUWTJYUCZJQD,42,0.0,0.0,0.09322033822536469,0.1388888955116272,0.10393746179484185,0.1388888955116272,MassSpecGymID0344987,CC1CC23C(=O)OC4(C(O)OC5C(C)CC(OC5C)C25OC4(CCC2C(=O)OC2=O)C(=O)OC5=O)C(C)(C(C)O1)C(O)C3O,42
CCN1CC2(CCC(C34C2C(C(C31)(C5(CC(C6CC4C5C6OC)OC)O)O)OC)OC)COC(=O)C7=CC=CC=C7N8C(=O)CC(C8=O)C,XLTANAWLDBYGFU,53,0.0,0.0,0.5135135054588318,0.5135135054588318,0.23064131402182128,0.843137264251709,MassSpecGymID0146918,CCN1C[C@]2(COC(=O)c3ccccc3N3C(=O)CC(C)CC3=O)CC[C@H](OC)[C@]34C5C[C@@](O)(C[C@@H]3COC)[C@@H](OC)C[C@H]5C2C14,53
CC1=CC(=NC(=N1)C2CC2)C(=O)NC3=CC=CC(=C3)C4=CC=NN4,DLJKHMOYXSNEGI,42,0.0,0.0,0.11999999731779099,0.12820513546466827,0.11356802630637373,0.21212121844291687,MassSpecGymID0206920,Cc1cc(-c2ccc(-c3cc(C)c(N)cnc3=O)cn2)ncc1N,42
CCN(CC)C1=NN=C(C=C1)N2CCN(CC2)C(=O)CN3C=CC=N3,RNGNYGLZHZAAQS,44,0.0,0.0,0.17073170840740204,0.2266666740179062,0.1679885389960625,0.21621622145175934,MassSpecGymID0213004,CCNc1ccnc(N2CCN(Cc3nc(=O)cc(C)n3C)CC2)n1,44
CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,ULGZDMOVFRHVEP,54,0.0,0.0,0.8095238208770752,0.8095238208770752,0.4682740539105402,0.8160919547080994,MassSpecGymID0250589,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](NC)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,54
CN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)O)OC)OC)O)COC,PULWZCUZNRVAHT,54,0.0,0.0,0.12230215966701508,0.15267175436019897,0.12075443883185033,0.1489361673593521,MassSpecGymID0347505,C=C1C[C@H](O[C@H]2CC[C@]3(C([CH]N)CO)C4CC(CC[C@]5(C)[C@H](C6=CC(=O)OC6)C[C@]45C)[C@@]3(O)C2)O[C@@H](O)[C@H]1OC([O])=O,54
CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)OC(=O)CC)(C)O)C)C)O)(C)O,TYQXKHPOXXXCTP,56,0.0,0.0,0.8275862336158752,0.8275862336158752,0.41024058275589986,0.8222222328186035,MassSpecGymID0232185,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,56
CCCC(=NOCC)C1=C(CC(CC1=O)CC(C)SCC)O,CSPPKDPQLUUTND,58,0.0,0.0,0.10256410390138626,0.14473684132099152,0.11852619090470774,0.1527777761220932,MassSpecGymID0056495,CCCOc1cccc(OCCSCCCNC(C)(C)O)c1,58
CC(C)(COC1=CN2C(=C(C=N2)C#N)C(=C1)C3=CN=C(C=C3)N4CC5CC(C4)N5CC6=CN=C(C=C6)OC)O,XIIOFHFUYBLOLW,31,1.0,1.0,1.0,1.0,0.6526292706689527,0.8607594966888428,MassSpecGymID0234679,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,31
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H](O[C@H]([C@@H]([C@@H]2O)O)O[C@@H]3[C@H]([C@H](O[C@@H]([C@H]3OC(=O)/C=C/C4=CC=C(C=C4)O)CO)O[C@]5([C@H]([C@@H]([C@H](O5)CO)O)OC(=O)/C=C/C6=CC=C(C=C6)O)CO)O)C)O)O)O,RTQZACYXEASSEF,55,0.0,0.0,0.4220183491706848,0.5280898809432983,0.31151652906767346,0.5048543810844421,MassSpecGymID0164494,COc1ccc(OC2OC(COC3OC(CO)C(O)C(O)C3OC3OC(C)C(OC(=O)C=Cc4ccc(O)cc4)C(C4OC(C)C(=O)C4O)OC3O)C(OC(C)=O)C(O)C2O)cc1,55
CCCCC(=O)N1CC2(CN(CC(C1)(C2=O)CC)C(=O)CCCC)CC,CFWAAIZGVGUQQI,59,0.0,0.0,0.5319148898124695,0.5319148898124695,0.3433640714166528,0.6666666865348816,MassSpecGymID0212665,CCCCCCC(=O)N1CCN2C(=O)CC(CC)(C1)C(=O)C2(CC)CC,59
C1=CC=C(C=C1)C2=CC(=O)NC(=N2)SCC3=CC=C(C=C3)C#N,QEDVLODTOQLLGO,31,0.0,0.0,0.4032258093357086,0.5961538553237915,0.3114475431221147,0.7200000286102295,MassSpecGymID0215115,[CH2][CH]n1c(SCc2ccc(C#N)cc2)nc2ccccc2c1=O,31
CC(=O)OC1=CC2=C(CC(C(O2)C3=CC(=C(C(=C3)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C4=CC(=C(C(=C4)OC(=O)C)OC(=O)C)OC(=O)C)C(=C1)OC(=O)C,SVHJCTSSYQPWEV,47,0.0,0.0,0.16981132328510284,0.1782178282737732,0.13638161217912714,0.2142857164144516,MassSpecGymID0337070,COC(C(=O)O)C1O[C@@H](OC(=O)c2c(O)cc3c(c2O)C(c2ccc(O)c(O)c2)C(c2ccc(O)c(O)c2)O3)C(OC(=O)C=Cc2ccc(O)c(O)c2)[C@H](O)[C@H]1O,47
CC(C1=CC2=C(C=C1)N(CC2)C(=O)C3CCOCC3)NC(=O)C4=CC=C(C=C4)F,NUBWFWVVKLRSHS,40,1.0,1.0,1.0,1.0,0.3400835155975074,0.9642857313156128,MassSpecGymID0227808,C[C@@H](NC(=O)c1ccc(F)cc1)c1ccc2c(c1)CCN2C(=O)C1CCOCC1,40
CC1=NC2=CC(=CC(=C2C=C1)C(=O)NC3CCN(CC3)C)NC(=O)C(C)C,HWGRHMFJDDVHNR,29,0.0,0.0,0.2222222238779068,0.22727273404598236,0.155521629570887,0.31168830394744873,MassSpecGymID0214355,C=Cc1nc2c(C)c(OC)nc(C(=O)NC[C@@H]3CCCN3C)c2cc1CC,29
CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)NC(CCSC)C(=O)N4CCN(CC4)C5=CC=C(C=C5)OC)OC)OC)OC,UVLDARVNLRWGBB,51,0.0,0.0,0.420560747385025,0.420560747385025,0.18524709252604082,0.7291666865348816,MassSpecGymID0370978,COc1c2cc3c(c1OC)-c1ccc(N[C@H](CC=O)C(=[SH]C)N4CCN(C(C)=O)CC4)c(=O)cc1[C@H](CC3)N2,51
CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)NCCCCCC(=O)NC4=NC(=C(S4)C5=CC=CC=C5)C(=O)OC)OC)OC)OC,NIEHAABHXAUTQI,52,0.0,0.0,0.36000001430511475,0.36000001430511475,0.15468125677524278,0.6407766938209534,MassSpecGymID0388355,CCc1cc(OC)c2c(C(C)(NNCC(=O)Nc3ccc4c(cc3=O)[C@@H](NC)CCc3cc(OC)c(OC)c(OC)c3C4=O)OC)csc2c1,52
CCOC1=CC=CC=C1OCCCCCC2=C(NN=C2C)C,ZYVWDGOLKRWZLE,39,1.0,1.0,1.0,1.0,0.49663764047317016,0.9487179517745972,MassSpecGymID0205522,CCOc1ccccc1OCCCCCc1c(C)n[nH]c1C,39
CCN1CC2(C(CC(C34C2C(C(C31)C5(CC(C6(CC4C5C6OC(=O)C7=CC=C(C=C7)OC)O)OC)OCC)OC)OC)O)COC,YBCOIJNAMJAFSO,38,0.0,0.0,0.20155039429664612,0.23622047901153564,0.20903223792189046,0.2158273309469223,MassSpecGymID0341967,COc1ccc(C(=O)O[C@H]2[C@H](O)[C@@]3(O)CC[C@@H](C)C[C@@]34O[C@@H]3[C@@H](C)[C@@H]5C[C@@](C)(O)[C@H](CN6C[C@@H](C)CC[C@@H]36)[C@@]2(O4)[C@@H]5O)cc1OC,38
COCCNC1CCC(CC1)NC2=NC=C(C(=C2)C3=CSC(=N3)NCC4(CCOCC4)C#N)Cl,XSDZPPRQLIZLDG,35,1.0,1.0,1.0,1.0,0.5419044677700315,0.9857142567634583,MassSpecGymID0238410,COCCNC1CCC(Nc2cc(-c3csc(NCC4(C#N)CCOCC4)n3)c(Cl)cn2)CC1,35
CCN1C[C@@]2(CC[C@@H]([C@@]34[C@@H]2C[C@@H](C31)[C@]5(C[C@@H]([C@H]6C[C@@H]4[C@@]5([C@H]6OC)O)OC)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C,NWBWCXBPKTTZNQ,55,0.0,0.0,0.17796610295772552,0.21212121844291687,0.15227065519853072,0.3368421196937561,MassSpecGymID0161730,COc1ccc(C(C)NC23CCN2C(C(C)c2ccc(OC)c(OC)c2)CCC2(O)CC2C(OC)OC3=O)cc1OC,55
CC1=NN2C(=NN=C2C3=C(C=CC(=C3)S(=O)(=O)N(C)CCO)OC)C4=CC=CC=C14,RKHSOIYWKCMPHF,44,0.0,0.0,0.1808510571718216,0.25333333015441895,0.12146916121921757,0.26582279801368713,MassSpecGymID0229846,COc1cc2c(nc(-c3ccc(S(=O)(=O)N4CCOCC4)cc3)c3cnn(C)c32)[nH]1,44
CC1=C(C(=O)OC2=C1C=CC(=C2CN3CC4CC(C3)C5=CC=CC(=O)N5C4)O)CC6=CC=CC=C6,DHCSEHRBYOAURX,46,0.0,0.0,0.08490566164255142,0.15294118225574493,0.10642161228410575,0.17204301059246063,MassSpecGymID0383012,[CH]/C=C(/c1ccc(OC)cc1)N(N)c1ccc(OC)c(OCc2c(OC)ccc3ccccc23)c1,46
CC(C)(C1=CC=C(C=C1)C(=O)CCCN2CCCC(C2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)C(=O)O,OQXVWJQUBIBIHZ,54,0.0,0.0,0.14423076808452606,0.14953270554542542,0.1215488040405843,0.20000000298023224,MassSpecGymID0047729,COc1ccc2c3c1OC1C(O)(CC4CC4)C4(Oc5ccccc5)C(C2)N(CC2CC2)CCC32CCC124,54
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]([C@H](O[C@H]([C@@H]2O)OCCC3=CC(=C(C=C3)O)O)COC(=O)/C=C/C4=CC(=C(C=C4)O)OC)O)O)O)O,OFNCUIXPAFLTJZ,52,0.0,0.0,0.4660194218158722,0.5670102834701538,0.3934495378142366,0.6435643434524536,MassSpecGymID0196233,COc1ccc(CCO[C@H]2OC(CO)[C@@H](O[C@@H]3OCOC(O)C(OCC(=O)C=Cc4ccc(O)c(O)c4)C3O)CC2O)cc1O,52
C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=O)C(=C4C(=C3)C(=CC(=C4O)O)C5C(CC6=C(C=C(C=C6O5)O)O)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O,GPLOTACQBREROW,38,0.0,0.0,0.5308641791343689,0.5569620132446289,0.3189614672017725,0.8405796885490417,MassSpecGymID0309172,O=C(O[C@@H]1Cc2c(O)cc3c(c(c4c(O)cc(=O)c2-4)O[C@H]1c1ccc(O)c(O)c1)C[C@H](O)[C@H](c1cc(O)c(O)c(O)c1)O3)c1cc(O)c(O)c(O)c1,38
CCC(C)C1C(=O)NC(C(=O)N(CC(=O)NC(C(=O)NCCCCC(C(=O)N1)NC(=O)NC(CC2=CC=CC=C2)C(=O)O)CCC3=CC=C(C=C3)O)C)CCC4=CC=C(C=C4)O,HRGWILAIPXJBIB,59,0.0,0.0,0.39669421315193176,0.4098360538482666,0.28159477561712265,0.7281553149223328,MassSpecGymID0072572,CCC(C)C1CCCC(NC(=O)O)C(=O)NC(Cc2ccccc2)N(C)C(=O)C(CC(Cc2ccc(O)cc2)NC(=O)O)NC(=O)N2CC(Cc3ccc(O)cc3)C2C(=O)N1C,59
CCOC1=CC2=C(C=C1)OC(=O)C=C2CN3CCN(CC3)CC4=C(OC(=N4)C5=CC=CC=C5OC)C,BKQWEYFPSIGUMT,51,0.0,0.0,0.40740740299224854,0.44594594836235046,0.30416271163552416,0.5714285969734192,MassSpecGymID0241834,CCc1cc(=O)oc2cc(CN3CCN(Cc4cc(=O)oc5cccc(NC)c45)CC3)c(OC)cc12,51
C1=CC(=CC=C1N(C(=O)C2=CC=NC=C2)S(=O)(=O)C3=CC=C(C=C3)F)OC(=O)C4=CC=NC=C4,BKPPHNVPJAFZCW,42,0.0,0.0,0.38805970549583435,0.523809552192688,0.2670771192227091,0.7818182110786438,MassSpecGymID0209395,COc1ccc(C(=O)Oc2ccc(N(C(=O)c3ccc(F)cc3)C(S)=C=NN=C=O)cc2)cc1,42
C=C[C@@H]1C2CC3C4=C(CCN3C(=O)C2=COC1O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C6=CC=CC=C6N4,LBRPLJCNRZUXLS,38,1.0,1.0,1.0,1.0,0.4963801330641696,0.7894737124443054,MassSpecGymID0190057,C=CC1C(O[C@@H]2OC(CO)[C@H](O)C(O)C2O)OC=C2C(=O)N3CCc4c([nH]c5ccccc45)C3CC21,38
