spec_name,shard,shard_index,target_inchi_key,target_smiles,exact_match_top1,exact_match_top10,tanimoto_top1,tanimoto_top10,mist_tanimoto,formula_success,total_formula_matched,total_generated,generation_time,outcome_bucket
MassSpecGymID0000823,shard_000,0,QFKRKMXPKBHGGO,CC1=C[C@@H]2[C@](CC1)([C@]3([C@@H](C[C@H]([C@@]34CO4)O2)OC(=O)/C=C\C=C\[C@@H]([C@H](C)O)O)C)CO,0.0,0.0,0.1584158390760421,0.2000000029802322,0.209876537322998,True,10,48,7.806639432907104,no_exact_low_tanimoto
MassSpecGymID0054350,shard_003,3,NCEXYHBECQHGNR,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,0.0,0.0,0.1290322542190551,0.1842105239629745,0.2058823555707931,True,2,100,14.69006633758545,no_exact_low_tanimoto
MassSpecGymID0162986,shard_009,9,GAIVGINVGXHEIA,CC[C@H](C)/C=C(\C)/C=C/C1=CC2=CC(=O)[C@]3([C@@H](C2=CO1)[C@@H](C(=O)O3)C(=O)C)C,0.0,0.0,0.1263157874345779,0.1326530575752258,0.2352941185235977,True,10,63,8.419975280761719,no_exact_low_tanimoto
MassSpecGymID0192774,shard_010,10,JUTSMXHGEKYOLZ,CC1CC2(C(C1OC(=O)C3=CC=CC=C3)/C=C(\C(C(C(C(C=CC(C2OC(=O)C)C)(C)C)OC(=O)C)OC(=O)C)O)/C)OC(=O)C,0.0,0.0,0.1020408198237419,0.1538461595773697,0.2083333283662796,False,0,100,34.8904926776886,no_exact_low_tanimoto
MassSpecGymID0205419,shard_012,12,XHKCNJKJHMXOPN,CC1=COC(=N1)NC(=O)C2=C(C3=C(C4=C(CCC4)N=C3S2)C(F)(F)F)N,0.0,0.0,0.4155844151973724,0.4155844151973724,0.3108108043670654,True,10,80,9.658859491348268,no_exact_low_tanimoto
MassSpecGymID0208037,shard_014,14,FBXRUPQWWWDDEE,CC(C)C/C(=N\N=C1NC(=O)C(S1)CC(=O)NC2=CC=CC(=C2)C(F)(F)F)/C,0.0,0.0,0.2105263173580169,0.2976190447807312,0.3150684833526611,True,10,100,14.860493898391724,no_exact_low_tanimoto
MassSpecGymID0208832,shard_014,14,NLJPIBKRLGVNLY,CCOC(=O)C1CCN(CC1)S(=O)(=O)C2=CC3=C(C=C2)OCC4=C3ON=C4,0.0,0.0,0.2325581461191177,0.2325581461191177,0.2359550595283508,True,9,100,15.150022268295288,no_exact_low_tanimoto
MassSpecGymID0224944,shard_019,19,WULUGQONDYDNKY,CN(C)C(=O)CN1C=C(C=N1)C2=CC=C(C=C2)C3=CN=CC4=CC=CC=C43,0.0,0.0,0.2028985470533371,0.2153846174478531,0.2622950673103332,True,4,100,11.363192319869995,no_exact_low_tanimoto
MassSpecGymID0341987,shard_029,29,YBCOIJNAMJAFSO,CCN1CC2(C(CC(C34C2C(C(C31)C5(CC(C6(CC4C5C6OC(=O)C7=CC=C(C=C7)OC)O)OC)OCC)OC)OC)O)COC,0.0,0.0,0.2362204790115356,0.2459016442298889,0.2112676054239273,True,5,100,30.455684423446655,no_exact_low_tanimoto
MassSpecGymID0345530,shard_029,29,WYKQPGOKTKQHQG,C1=CC(=CC=C1COC(=O)CC(CC(=O)OCC2=CC=C(C=C2)OC3C(C(C(C(O3)CO)O)O)O)(C(=O)OCC4=CC=C(C=C4)OC5C(C(C(C(O5)CO)O)O)O)O)OC6C(C(C(C(O6)CO)O)O)O,0.0,0.0,0.27173912525177,0.27173912525177,0.2358490526676178,False,0,100,72.99552011489868,no_exact_low_tanimoto
MassSpecGymID0376464,shard_031,31,GPHUERASPIVMNY,COC1=CC=C(C=C1)CC2=C(C(=O)NN2)C(CC(=O)OC)C3=CN=CC=C3,0.0,0.0,0.1348314583301544,0.1764705926179886,0.2083333283662796,True,10,63,7.343918800354004,no_exact_low_tanimoto
MassSpecGymID0379070,shard_032,32,JLRMLSBSAUWVEO,CC1=CC(=C2C(=C1)C3(C4C(C(N3)CCC(=O)N)C(=O)N(C4=O)CCC5=CC=CC=C5)C(=O)N2)C,0.0,0.0,0.1782178282737732,0.1782178282737732,0.2470588237047195,True,7,100,18.646958589553833,no_exact_low_tanimoto
MassSpecGymID0380040,shard_032,32,CDDYZYIBFIQEGM,CC1=C(SC(=N1)C2=CC=CC=C2)C(=O)NCC3CCCN4C3CCCC4,0.0,0.0,0.1927710771560669,0.1927710771560669,0.2535211145877838,True,7,100,11.330300569534302,no_exact_low_tanimoto
MassSpecGymID0380255,shard_032,32,ZYBXFVWSQYBVRU,CC(C)(C)OC(=O)NC(CC1=CC=CC=C1)C(=O)NCC2CCC(CC2)C(=O)NC(CC3=CC=CC=C3)C(=O)O,0.0,0.0,0.2653061151504516,0.28125,0.2929292917251587,True,10,59,16.531788110733032,no_exact_low_tanimoto
MassSpecGymID0380322,shard_032,32,YIIKPFWLWYKDPH,CC(C(=O)N1CCC2=C(C1)NC3=CC=CC=C23)NC4=CC=C5C(=CC4=O)C(CCC6=CC(=C(C(=C65)OC)OC)OC)NC(=O)C,0.0,0.0,0.2540983557701111,0.264462798833847,0.2727272808551788,True,3,100,29.901846885681152,no_exact_low_tanimoto
MassSpecGymID0383008,shard_033,33,DHCSEHRBYOAURX,CC1=C(C(=O)OC2=C1C=CC(=C2CN3CC4CC(C3)C5=CC=CC(=O)N5C4)O)CC6=CC=CC=C6,0.0,0.0,0.1428571492433548,0.1720430105924606,0.2469135820865631,True,6,100,20.04533100128174,no_exact_low_tanimoto
MassSpecGymID0386153,shard_033,33,LJWPEDHNPDOGIV,CC(C)CC1=C(N=C(S1)NC(=O)C(CCSC)NC2=CC=C3C(=CC2=O)C(CCC4=CC(=C(C(=C43)OC)OC)OC)NC(=O)C)C(=O)OC,0.0,0.0,0.1858407109975814,0.2240000069141388,0.3333333432674408,True,1,100,31.551857471466064,no_exact_low_tanimoto
MassSpecGymID0387250,shard_034,34,RUFIGEPXTYTFFK,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)NC(CCSC)C(=O)NC4=NC5=CC=CC=C5S4)OC)OC)OC,0.0,0.0,0.1751824766397476,0.221374049782753,0.2945736348628998,True,4,100,36.210944175720215,no_exact_low_tanimoto
MassSpecGymID0396292,shard_034,34,RIBGLFMQZAHUNM,C1CNCCC1CN2C(=CC=C2C(=O)C3=NC=CS3)C4=CC(=CC=C4)OC5=CC=CC=C5,0.0,0.0,0.1400000005960464,0.1630434840917587,0.2207792252302169,True,8,100,15.493992805480955,no_exact_low_tanimoto
MassSpecGymID0196888,shard_011,11,LKLNNJGYAYDANM,C[C@@H]1[C@H]([C@@H](C[C@@H](O1)C2=C(C3=C(C=C2)C(=O)C4=C(C3=O)C=CC(=C4O)C[C@](C)(CC(=O)O)O)O)O)O,0.0,0.0,0.4444444477558136,0.4444444477558136,0.4675324559211731,True,5,100,22.11717844009399,no_exact_low_tanimoto
MassSpecGymID0203740,shard_012,12,USEFEKIFGMLTIB,C1=CC(=C(C=C1F)CS(=O)(=O)NC2=CC3=CC=NN3C=C2)F,1.0,1.0,1.0,1.0,0.4677419364452362,True,14,61,6.086519956588745,exact_top1
MassSpecGymID0221288,shard_018,18,AHNNWZOVCRQAAH,CC1=CC2=NC(=C(N2C=C1)C(=O)C(=O)C3=CC=CC=C3)C4=CC=CC=C4,0.0,0.0,0.3333333432674408,0.375,0.4285714328289032,True,11,60,5.978792428970337,no_exact_low_tanimoto
MassSpecGymID0223450,shard_018,18,HEAIGWIZTYAQTC,CC1=C(C(NC(=O)N1)C2=CC=C(C=C2)F)C(=O)NC3=CC4=C(C=C3)NN=C4,0.0,0.0,0.3037974536418915,0.3037974536418915,0.4366197288036346,True,6,100,12.496464729309082,no_exact_low_tanimoto
MassSpecGymID0232892,shard_022,22,XPPKZMFJCSEUSX,C1=CC(=CC=C1C(=O)NC2=NC3=C(S2)C=C(C=C3)NC(=O)CSC4=CC=C(C=C4)N)C(F)(F)F,0.0,0.0,0.609375,0.6811594367027283,0.5066666603088379,True,6,100,18.60291600227356,no_exact_medium_tanimoto
MassSpecGymID0258570,shard_025,25,QOVKKEKBURQILF,CCC(=CCCC(C)(C1CCC2(C1C(CC3C2CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)C)O)O)O)O)C)O)C,0.0,0.0,0.4622641503810882,0.5242718458175659,0.517241358757019,True,2,100,37.297587394714355,no_exact_medium_tanimoto
MassSpecGymID0306913,shard_027,27,WRLXHKDQSQMWSH,CC1=CC(=C(C2=C1C(=O)C=C(O2)CC(=O)C)C3C(C(C(C(O3)CO)O)O)OC(=O)C=CC4=CC=C(C=C4)O)OC,0.0,0.0,0.4285714328289032,0.4285714328289032,0.4567901194095611,True,3,100,26.04586672782898,no_exact_low_tanimoto
MassSpecGymID0336921,shard_028,28,ZVTVWDXRNMHGNY,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3CC4(C(CC(C5C4(CCC5C(=C)CCC=C(C)C)C)O)C6(C3C(C(CC6)O)(C)C)C)C)CO)O)O)O)O)O,0.0,0.0,0.5299999713897705,0.5299999713897705,0.5701754093170166,True,3,100,37.97250008583069,no_exact_medium_tanimoto
MassSpecGymID0346101,shard_029,29,FNIRVWPHRMMRQI,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(CO6)O)O)O)C)O)C)O)C,0.0,0.0,0.5784313678741455,0.5784313678741455,0.5566037893295288,True,10,100,36.661258935928345,no_exact_medium_tanimoto
MassSpecGymID0352183,shard_029,29,MDFCJNFOINXVSU,CN1CC2(CCC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)O)OC)OC)COC,0.0,0.0,0.4489795863628387,0.4489795863628387,0.4421052634716034,True,2,100,28.64441204071045,no_exact_low_tanimoto
MassSpecGymID0379306,shard_032,32,SJHHSDDZARIHAT,CCOC(=O)N1CCN(CC1)C(=O)CCCNC2=CC=C3C(=CC2=O)C(CCC4=CC(=C(C(=C43)OC)OC)OC)NC(=O)C,0.0,0.0,0.2096774131059646,0.2782608568668365,0.5436893105506897,True,2,100,33.895673751831055,no_exact_low_tanimoto
MassSpecGymID0380494,shard_032,32,GDHMEZCJJXUPRD,CCC(C)C(C(=O)NC1=CN=C2C=C(C=CC2=C1)OC)NC3=CC=C4C(=CC3=O)C(CCC5=CC(=C(C(=C54)OC)OC)OC)NC(=O)C,0.0,0.0,0.2116788327693939,0.2605042159557342,0.4758064448833465,False,0,100,31.303468227386475,no_exact_low_tanimoto
MassSpecGymID0380514,shard_032,32,ULRPKNXAJVTGHF,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)NC(CCSC)C(=O)N4CCCC4C5=C(C=C(C=C5)OC)OC)OC)OC)OC,0.0,0.0,0.3934426307678222,0.3934426307678222,0.5688073635101318,False,0,100,32.163634300231934,no_exact_low_tanimoto
MassSpecGymID0081883,shard_006,6,WXAKEEQOWUHGCI,CCN1CCC2(CC1)COC3=C2C=C4C(=C3)CCN4C(=O)C5=CC=C(C=C5)C6=C(C=C(C=C6)C7=NN=C(O7)C)C,0.0,0.0,0.5632184147834778,0.7837837934494019,0.7283950448036194,True,12,77,18.547449588775635,no_exact_medium_tanimoto
MassSpecGymID0105109,shard_006,6,XFSBVAOIAHNAPC,CCN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)OC(=O)C)OC)OC)O)COC,0.0,0.0,0.3220339119434356,0.3220339119434356,0.6489361524581909,True,1,100,36.23621439933777,no_exact_low_tanimoto
MassSpecGymID0152325,shard_008,8,JMBINOWGIHWPJI,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2OC(=O)/C=C/C3=CC(=C(C=C3)O)O)CO[C@H]4[C@@H]([C@](CO4)(CO)O)O)OCCC5=CC(=C(C=C5)O)O)O)O)O)O,0.0,0.0,0.7142857313156128,0.8202247023582458,0.761904776096344,True,6,100,48.02721285820007,no_exact_high_tanimoto
MassSpecGymID0188657,shard_010,10,MHMRAFONCSQAIA,CC(=O)NC1=C2C(=CSS2)N(C1=O)C,1.0,1.0,1.0,1.0,0.7941176295280457,True,25,79,3.305152177810669,exact_top1
MassSpecGymID0205973,shard_013,13,ZYQISOWAQURPNA,CN1C=C(C(=N1)C2=CC=C(C=C2)F)CCC(=O)NCCCOC,0.0,0.0,0.5483871102333069,0.5483871102333069,0.6363636255264282,True,11,32,3.2705698013305664,no_exact_medium_tanimoto
MassSpecGymID0209174,shard_014,14,ZNRWELKYFJBPSJ,CC1CC(CN(C1)CC2=NC3=C(N2CCN4CCOCC4)C(=O)N(C(=O)N3C)C)C,0.0,0.0,0.75,0.75,0.7090908885002136,True,8,100,17.497562170028687,no_exact_medium_tanimoto
MassSpecGymID0230041,shard_021,21,IDXKJSSOUXWLDB,CCOC1=CC(=O)NC=C1C2=CC(=C(C=C2)CC(=O)NC3=NOC(=C3)C(C)(C)C(F)(F)F)F,0.0,0.0,0.5060241222381592,0.5365853905677795,0.6891891956329346,True,10,96,18.949424505233765,no_exact_medium_tanimoto
MassSpecGymID0243859,shard_024,24,ZVDYGDCVXCGTHH,CC1=C(C=CC=C1Cl)N=NC2=C(C(=C(N(C2=O)CCO)O)C#N)C,1.0,1.0,1.0,1.0,0.7636363506317139,True,18,100,9.47387194633484,exact_top1
MassSpecGymID0314348,shard_027,27,IMRGSWAJVVVYOW,CC(=O)C1(CCC2(C1(C(CC3C2(CC=C4C3(CCC(C4)O)C)O)OC(=O)C5=CC=C(C=C5)O)C)O)O,0.0,0.0,0.4302325546741485,0.4302325546741485,0.7746478915214539,True,10,78,16.726340532302856,no_exact_low_tanimoto
MassSpecGymID0328657,shard_027,27,GUQQBLRVXOUDTN,CC(CCC(=O)NCCC[N+](C)(C)CC(CS(=O)(=O)[O-])O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,0.0,1.0,0.7710843086242676,0.887499988079071,0.7710843086242676,True,1,100,27.98427987098694,exact_top10_only
MassSpecGymID0334797,shard_027,27,DHJXZSFKLJCHLH,CCN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)O)OC)OC)O)COC,0.0,0.0,0.617977499961853,0.617977499961853,0.7640449404716492,True,4,100,35.14832925796509,no_exact_medium_tanimoto
MassSpecGymID0343791,shard_029,29,ALERZNQPBWWLMW,CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C)OCCC3=CC(=C(C=C3)O)O)CO)OC(=O)C=CC4=CC(=C(C=C4)O)O)O)O)O,0.0,0.0,0.593406617641449,0.5977011322975159,0.6595744490623474,True,5,100,34.09681940078735,no_exact_medium_tanimoto
MassSpecGymID0372065,shard_031,31,SPUDVSNUPBWEKG,COC1=CC(=CC(=C1OC)OC)C2C3=CC(=C(C=C3CCN2CC4=CC(=O)C(=C(O4)C(CC(=O)OC)C5=CC=NC6=CC=CC=C56)O)OC)OC,0.0,0.0,0.4910714328289032,0.5227272510528564,0.6868686676025391,False,0,100,32.460917711257935,no_exact_medium_tanimoto
MassSpecGymID0376722,shard_032,32,CHYCVUXYOXCKIA,CC1=C(C2=C(C(=C(C(=C2O)SC3C(C(C(C(O3)CO)O)O)O)SC4C(C(C(C(O4)CO)O)O)O)O)C(=O)C1=O)O,0.0,0.0,0.8409090638160706,0.8409090638160706,0.6200000047683716,True,10,100,24.774743795394897,no_exact_high_tanimoto
MassSpecGymID0380525,shard_032,32,ULRPKNXAJVTGHF,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)NC(CCSC)C(=O)N4CCCC4C5=C(C=C(C=C5)OC)OC)OC)OC)OC,0.0,0.0,0.3307086527347564,0.3471074402332306,0.6213592290878296,True,3,100,33.800843238830566,no_exact_low_tanimoto
MassSpecGymID0012987,shard_000,0,AGOYDEPGAOXOCK,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,0.0,0.0,0.7441860437393188,0.7441860437393188,0.8023256063461304,True,1,100,38.824843645095825,no_exact_medium_tanimoto
MassSpecGymID0018517,shard_001,1,KPUREKXXPHOJQT,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C2C(=O)CCCC2=O)[N+](=O)[O-],1.0,1.0,1.0,1.0,0.9285714030265808,True,8,100,10.913660049438477,exact_top1
MassSpecGymID0038987,shard_002,2,RXZBMPWDPOLZGW,CC[C@@H]1[C@@]([C@@H]([C@H](C(=NOCOCCOC)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,0.0,0.0,0.7900000214576721,0.7900000214576721,0.9677419066429138,True,1,100,47.5488064289093,no_exact_medium_tanimoto
MassSpecGymID0039607,shard_002,2,PQTBTIFWAXVEPB,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C2C(=O)CCCC2=O)Cl,1.0,1.0,1.0,1.0,0.9736841917037964,True,24,78,7.036190509796143,exact_top1
MassSpecGymID0058062,shard_003,3,ZKWQQXZUCOBISE,CCC(C)C1C(C=CC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)NC(=O)C)OC)OC)C)C,0.0,0.0,0.8899082541465759,0.900900900363922,0.8166666626930237,True,1,100,63.39370822906494,no_exact_high_tanimoto
MassSpecGymID0058091,shard_003,3,ZKWQQXZUCOBISE,CCC(C)C1C(C=CC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)NC(=O)C)OC)OC)C)C,0.0,0.0,0.853210985660553,0.853210985660553,0.8067227005958557,False,0,100,64.03168535232544,no_exact_high_tanimoto
MassSpecGymID0058365,shard_003,3,GFEGEDUIIYDMOX,CC1=NC=C(C(=N1)N)CN(C=O)C(=C(CCO)SSC(=C(C)N(CC2=CN=C(N=C2N)C)C=O)CCO)C,0.0,0.0,0.6567164063453674,0.717391312122345,0.8823529481887817,True,7,100,25.047805309295654,no_exact_medium_tanimoto
MassSpecGymID0061378,shard_004,4,RRZXIRBKKLTSOM,CCC(C)C1C(C=CC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)C,1.0,1.0,1.0,1.0,0.8738738894462585,True,13,100,58.15064001083374,exact_top1
MassSpecGymID0073570,shard_004,4,MEFOUWRMVYJCQC,CCS(=O)(=O)C1=C(N=CC=C1)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,0.0,0.0,0.6101694703102112,0.6101694703102112,0.807692289352417,True,13,31,5.094681024551392,no_exact_medium_tanimoto
MassSpecGymID0082614,shard_006,6,FCBQJNCAKZSIAH,C1CN(CCC1CC2=CC=C(C=C2)F)CCS(=O)C3=CC4=C(C=C3)NC(=O)O4,1.0,1.0,0.6461538672447205,0.6461538672447205,0.9272727370262146,True,11,62,8.473425388336182,exact_top1
MassSpecGymID0089632,shard_006,6,QULLOTSYPAOTIW,CS(=O)(=O)C1=C(C=C(C=C1)[C@@H](CC2CCCC2)C(=O)NC3=NC=CN=C3)Cl,1.0,1.0,1.0,1.0,0.948275864124298,True,12,59,9.130430698394775,exact_top1
MassSpecGymID0146957,shard_008,8,XLTANAWLDBYGFU,CCN1CC2(CCC(C34C2C(C(C31)(C5(CC(C6CC4C5C6OC)OC)O)O)OC)OC)COC(=O)C7=CC=CC=C7N8C(=O)CC(C8=O)C,0.0,0.0,0.6310679316520691,0.6310679316520691,0.8613861203193665,False,0,100,38.67976689338684,no_exact_medium_tanimoto
MassSpecGymID0153994,shard_008,8,XJLATMLVMSFZBN,CCCCC[C@H](CC(=O)NO)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1CO,1.0,1.0,1.0,1.0,0.9811320900917052,True,10,64,9.228646278381348,exact_top1
MassSpecGymID0162714,shard_008,8,OUMWCYMRLMEZJH,C[C@H]1CC=C[C@H]2[C@H]3[C@](O3)([C@H]([C@@H]4[C@@]2(C(=O)C=CC(=O)[C@@H](C(=C1)C)O)C(=O)N[C@H]4CC5=CNC6=CC=CC=C65)C)C,0.0,0.0,0.3888888955116272,0.3888888955116272,0.8352941274642944,True,10,60,16.602412939071655,no_exact_low_tanimoto
MassSpecGymID0185133,shard_009,9,OQXBCMJIIDQITC,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]3C=CO[C@H]([C@@H]3[C@@]4([C@H]2O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)OC(=O)/C=C/C6=CC=CC=C6)OC(=O)/C=C/C7=CC=CC=C7)O,0.0,0.0,0.5199999809265137,0.5288461446762085,0.8089887499809265,False,0,100,56.707433223724365,no_exact_medium_tanimoto
MassSpecGymID0202333,shard_011,11,ULGZDMOVFRHVEP,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@@H]2C[C@@]([C@@H]([C@H](O2)C)O)(C)OC)C)O[C@@H]3[C@@H]([C@@H](CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,1.0,1.0,1.0,1.0,0.8837209343910217,True,5,100,37.87740778923035,exact_top1
MassSpecGymID0202947,shard_011,11,VWUXBMIQPBEWFH,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,0.0,0.0,0.739130437374115,0.739130437374115,0.984375,True,6,100,26.691609144210815,no_exact_medium_tanimoto
MassSpecGymID0209055,shard_014,14,HGBMBDPOIOGCFQ,CC1=CC(=CC=C1)CSC2=NC3=CC=CC=C3C(=O)N2CC4=CC=C(C=C4)C(=O)NC5CC5,1.0,1.0,1.0,1.0,0.8082191944122314,True,16,100,18.391905784606937,exact_top1
MassSpecGymID0210544,shard_015,15,YDUMYTPXPLIWJI,COC1=CC(=C(C=C1)C2=NN(C(C2)C3=CC=CS3)S(=O)(=O)C)OC,0.0,0.0,0.849056601524353,0.849056601524353,0.8518518805503845,True,12,62,7.675907135009766,no_exact_high_tanimoto
MassSpecGymID0219721,shard_017,17,HRDQQHUKUIKFHT,CC1=CC(=C(C(=O)N1)CNC(=O)C2=C3C(=CN(C3=CC(=C2)C4=CN=C(C=C4)N5CCN(CC5)C)C(C)C)C)C,0.0,0.0,0.6091954112052917,0.6511628031730652,0.8518518805503845,True,8,100,25.798686027526855,no_exact_medium_tanimoto
MassSpecGymID0220993,shard_018,18,ZXIBCJHYVWYIKI,CCOC(=O)CN[C@H](C1CCCCC1)C(=O)N2CC[C@H]2C(=O)NCC3=CC=C(C=C3)C(=NO)N,0.0,0.0,0.6455696225166321,0.6455696225166321,0.8857142925262451,True,10,32,6.611825227737427,no_exact_medium_tanimoto
